step,population,ai_generation,U_sys,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate,L_t,H_N,H_E,Theta_tech,Psi_inst,resource_level,constraint_level,runaway_term
28,262,2,305.288703863566,7374.030485289566,604.62547747692,7978.6559627664865,3.740539990449518,0.9891988571805516,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
29,259,2,303.2954485414999,7678.322561492099,598.6093526015912,8276.931914093691,3.7163762592669,0.986967850239349,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
30,260,2,304.16604457027137,7982.053308047985,592.6530896074231,8574.70639765541,3.7280032742839895,0.9858738005983704,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
31,263,2,307.3244562683709,8287.798558467306,586.7560934277284,8874.554651895034,3.768220642140611,0.9874425716112543,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
32,262,2,305.86065266011764,8594.391112931551,580.917772324575,9175.308885256127,3.750652845859455,0.9863029205014175,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
33,271,2,315.8985876821028,8905.270733102661,575.1375448160535,9480.408277918716,3.876849872564711,0.9887559228164426,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
34,270,2,315.4310086226723,9220.935531255049,569.4148303095945,9790.350361564644,3.8717204629404516,0.9878819099769582,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
35,269,2,316.8942530189597,9537.098162075865,563.7490591924134,10100.84722126828,3.8907192792649337,0.9909662013286573,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
36,264,2,312.89982119956807,9851.995199185129,558.1396623539166,10410.134861539045,3.841489932607305,0.9910343817723941,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
37,261,2,310.0340843452922,10163.46215195756,552.5860790352926,10716.048230992852,3.8063623379364446,0.9885182910321697,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
38,267,2,316.59094958127065,10476.774668920842,547.0877567245853,11023.862425645428,3.8890106434765213,0.9915096879127488,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
39,272,2,322.4608103697574,10796.300548896355,541.6441419206778,11337.944690817034,3.963064545620778,0.989565771050557,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
40,267,2,317.11658055271084,11116.08924435759,536.2546922483112,11652.343936605901,3.896935191348316,0.9883650408283059,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
41,274,2,325.536446148737,11437.415757708315,530.9188704690226,11968.334628177337,4.002850742816251,0.9929830723845454,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
42,273,2,325.43567486044253,11762.901818212906,525.6361380762904,12288.537956289196,4.0022514521605865,0.9889004836368139,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
43,268,2,319.983438684743,12085.6113749855,520.4059713703008,12606.0173463558,3.934752099650964,0.9896687214440342,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
44,270,2,323.4008339472534,12407.303511301498,515.2278448839054,12922.531356185404,3.978116919210025,0.987988562026089,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
45,265,2,318.72604235097754,12728.366949450614,510.1012421984351,13238.468191649048,3.920322704451566,0.9880748565816562,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
46,265,2,318.84565442210726,13047.152797837156,505.02565069020784,13552.178448527364,3.922452304521096,0.9901093201695407,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
47,259,2,311.3035677454103,13362.227408920915,500.00056037552054,13862.227969296435,3.8288041312958967,0.9865790626142829,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
48,255,2,306.63034613310026,13671.19436586017,495.02547157201775,14166.219837432189,3.7710106030468196,0.9862574681993107,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
49,262,2,312.5016051819858,13980.760341517713,490.0998871049194,14470.860228622632,3.845017214885983,0.9903179587803255,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
50,259,2,308.2849358077661,14291.15361201259,485.22331071583943,14776.376922728428,3.7929182972655395,0.9869889756933852,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
51,252,2,302.38523277848697,14596.488696305716,480.3952597274479,15076.883956033163,3.7197753197543104,0.9922797726071279,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
52,247,2,296.8032952966876,14896.082960343303,475.61524639545013,15371.698206738753,3.6505984344682485,0.9901921191653127,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
53,247,2,295.5030561123232,15192.236136047808,470.882795652865,15663.118931700674,3.63493696152075,0.9902936748865525,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
54,240,2,285.5148209979755,15482.745074602957,466.1974301493699,15948.942504752327,3.5106694074696203,0.9789740712496277,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
55,234,2,278.7932143409544,15764.899092272422,461.55868959133164,16226.457781863754,3.4272289468766837,0.9835725275127454,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
56,233,2,277.97369742560034,16043.2825481557,456.96610548386695,16500.248653639566,3.4175590222925996,0.9889827363548868,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
57,236,2,279.4903955267386,16322.014594631868,452.41921589554056,16774.433810527407,3.437086165301505,0.9859901755377961,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
58,233,2,277.62001397117655,16600.569799380824,447.91756955903145,17048.487368939856,3.414269043819021,0.9862566815775691,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
59,231,2,275.69204842008645,16877.225830576455,443.460715533417,17320.68654610987,3.390726520148534,0.9871635485363097,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
60,226,2,269.93104999941767,17150.03737978621,439.04820740447093,17589.08558719068,3.319265426318123,0.9861571615954247,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
61,218,2,261.44494215066135,17415.72537586125,434.6796061557462,17850.404982016997,3.2137348782106097,0.9912198981888123,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
62,219,2,260.1281559393118,17676.511924906237,430.3544710343215,18106.86639594056,3.1978156583266544,0.988399428317691,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
63,217,2,257.87120183052605,17935.511603791158,426.0723721337674,18361.583975924925,3.1701389276652465,0.987054976403545,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
64,217,2,259.0718504950397,18193.98312995394,421.83288199565396,18615.816011949595,3.1856770051735017,0.9900183372507514,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
65,221,2,262.7575049395819,18454.897807671252,417.6355754385594,18872.53338310981,3.232272460036184,0.9928381942678219,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
66,215,2,253.1791319157433,18712.866126098914,413.48003001850896,19126.346156117423,3.113061957002679,0.9852219036819899,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
67,215,2,254.7004144183306,18966.80589926595,409.3658362743593,19376.17173554031,3.1325923015949444,0.9901630952131334,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
68,210,2,247.84040804401144,19218.07631049712,405.2925772811534,19623.368887778273,3.0473511721616715,0.9868269327693485,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
69,217,2,253.6056384549561,19468.799333746603,401.25984774038386,19870.059181486988,3.119920833424272,0.9828951478731699,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
70,211,2,249.0397186842411,19720.122012316202,397.2672467506256,20117.38925906683,3.0633457600694842,0.9876063340419368,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
71,212,2,248.6675244105165,19968.97563386358,393.31437167455624,20362.29000553814,3.0591874300198385,0.9879044424909827,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
72,206,2,241.05677150066177,20213.83778181917,389.4008275544396,20603.23860937361,2.9645419799059796,0.9849733233607113,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
73,209,2,243.78461032606495,20456.258472732534,385.5262251156159,20841.78469784815,2.9991243731630792,0.9871263125372777,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
74,204,2,236.9819555696685,20696.6417556804,381.6901735193071,21078.331929199707,2.914570495014647,0.9807856490094027,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
75,199,2,232.5598297648691,20931.41264834767,377.8922933525774,21309.304941700248,2.859768515894446,0.9828921539329114,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
76,195,2,228.69597097418946,21162.0405487172,374.13220318122086,21536.17275189842,2.8119401648831546,0.9869261411537313,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
77,198,2,230.8367709581187,21391.806919683353,370.4095246648184,21762.21644434817,2.839165574645273,0.9831750599745955,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
78,199,2,231.99839156729342,21623.22450094606,366.72388885742794,21989.94838980349,2.854146570115256,0.9854743237702566,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
79,196,2,227.5622354573596,21853.004814458385,363.0749234792079,22216.079737937594,2.79915061464648,0.978184933992345,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
80,189,2,221.5534281076351,22077.562646240884,359.46226868903966,22437.024914929923,2.7244919089032726,0.9827202338742843,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
81,186,2,217.68673353898868,22297.182727064195,355.8855596398567,22653.068286704052,2.6766051930389856,0.9839599630816536,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
82,191,2,219.623113456955,22515.837650562167,352.34443829336317,22868.18208885553,2.701252650658426,0.9801855633941242,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
83,193,2,220.7174462020769,22736.007930391683,348.8385527051086,23084.84648309679,2.7153700799726823,0.9808484259501392,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
84,187,2,213.5177996129249,22953.125553299185,345.36755130268216,23298.49310460187,2.6258081463292897,0.9817035270359188,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
85,186,2,213.47118358077537,23166.620044896037,341.93108714501165,23508.551132041048,2.6256550005259918,0.983490037358182,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
86,182,2,207.8151666077905,23377.26321999032,338.5288155995179,23715.79203558984,2.555379898766561,0.9817464649945211,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
87,180,2,205.6693510368985,23584.005478812665,335.16039744549,23919.165876258154,2.528978191281927,0.9810194914796901,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
88,174,2,198.75462674887459,23786.217467705552,331.8254948830783,24118.04296258863,2.442960790950369,0.976919943986517,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
89,166,2,192.55946346429454,23981.874512812137,328.5237774886868,24310.398290300825,2.365933760449886,0.9836873968664485,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
90,158,2,185.0394879226101,24170.67398850559,325.2549108486312,24495.92889935422,2.2723424426123295,0.9816131120911383,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
91,152,2,179.6544663732958,24353.020965653544,322.0185709304292,24675.039536583972,2.2054340441299987,0.9841024660045812,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
92,154,2,178.59927916207107,24532.147838421228,318.81443089078743,24850.962269312015,2.1926447012423798,0.9757987045639698,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
93,154,2,178.69203182992618,24710.793493917226,315.64217500247014,25026.435668919697,2.194200640609125,0.9791998374554413,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
94,155,2,178.54923207626163,24889.41412587032,312.5014817320471,25201.91560760237,2.192808234940787,0.973570250114631,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
95,151,2,175.48995056303102,25066.433717189968,309.39204073436645,25375.825757924333,2.1549557960072545,0.9770095382999031,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
96,149,2,172.99629642501608,25240.67684068399,306.31353736109105,25546.99037804508,2.124169862631443,0.9714013460787985,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
97,147,2,172.79084164089855,25413.570409716947,303.2656692251945,25716.836078942142,2.1219826384458225,0.9839360909928592,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
98,143,2,167.1480372065077,25583.539849140652,300.24812436589514,25883.787973506547,2.0518246070678328,0.9786388338423927,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
99,137,2,159.11642685816014,25746.672081172987,297.26060449476034,26043.932685667747,1.9518026736144722,0.9729134113262352,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
100,137,2,161.09404796688827,25906.77731858551,294.30281407924457,26201.080132664756,1.976892710874726,0.983415589568064,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
101,132,2,155.2310603999415,26064.939872768926,291.3744507962563,26356.31432356518,1.9039712374796425,0.9762729999449324,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
102,127,2,151.3114624258594,26218.211134181827,288.4752277101422,26506.68636189197,1.8553385360339036,0.9823398029859107,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
103,125,2,148.1863437542518,26367.96003727188,285.6048500509125,26653.564887322795,1.8166332601812092,0.9759790851028679,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
104,129,2,151.99427609130962,26518.05034719466,282.7630347035965,26800.813381898257,1.8645877593465252,0.9781004733195962,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
105,129,2,151.95853033117265,26670.0267504059,279.94949584281886,26949.97624624872,1.8644926271714273,0.9799856161674784,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
106,126,2,147.55545465224978,26819.783742897613,277.1639508888375,27096.94769378645,1.8098022429435177,0.9748648716061799,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
107,129,2,151.32707108732572,26969.2250057674,274.40612387783926,27243.631129645237,1.8572922936824876,0.9769700361752731,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
108,134,2,156.1867824856515,27122.98193255389,271.67573696628585,27394.657669520173,1.9183801406775542,0.9749577272523399,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
109,136,2,158.03722017387673,27280.093933883654,268.97251798918836,27549.06645187284,1.9418485748459013,0.9736704294481209,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
110,138,2,162.1233114823313,27440.174199711757,266.29619755203106,27706.470397263787,1.993259379410987,0.9784427856694234,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
111,138,2,161.52460374479938,27601.99815732532,263.6465057301779,27865.6446630555,1.9861067290841246,0.9762154369510084,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
112,138,2,160.13371504882912,27762.827316722134,261.02317790691785,28023.850494629052,1.9690485029605835,0.96891128322509,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
113,138,2,162.2380435626269,27924.013196027863,258.4259555632057,28182.43915159107,1.9956773163716024,0.9787267015582523,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
114,141,2,164.93076709801068,28087.597601358182,255.85457495354834,28343.45217631173,2.0296578637000255,0.9824049064522283,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
115,137,2,160.40005386440728,28250.26301183939,253.3087783688682,28503.571790208258,1.9733420394409307,0.9761787241110765,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
116,136,2,157.9288477165345,28409.42746262986,250.7883130457104,28660.215775675573,1.9427669505595975,0.9709445312924104,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
117,133,2,155.7741534227342,28566.278963199497,248.29292752850148,28814.571890728,1.9161451288629379,0.9702850043904393,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
118,134,2,158.91136038595323,28723.62172010384,245.8223725760736,28969.444092679914,1.9556691272376712,0.9761748568909984,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
119,134,2,156.14127411983708,28881.148037356736,243.37639786065893,29124.524435217394,1.921348719216526,0.9684673535792276,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
120,131,2,153.3168413140683,29035.877095073687,240.95476358355907,29276.831858657246,1.8863459146951629,0.9769054370287232,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
121,126,2,150.11470211284373,29187.592866787145,238.55722442726486,29426.15009121441,1.8466187609750555,0.9820549246806843,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
122,123,2,146.77645195267104,29336.038443819903,236.1835402264694,29572.221984046373,1.805187241649524,0.9810275910340639,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
123,120,2,142.63741691683956,29480.745378254658,233.8334732360984,29714.578851490758,1.753742944088864,0.9712519345431092,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
124,125,2,147.97520224412978,29626.051687835145,231.50679176479,29857.558479599935,1.820756260999549,0.9742759781280007,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
125,128,2,151.2240560913372,29775.651317002877,229.20326185592253,30004.8545788588,1.8616549688488975,0.9820058876122423,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
126,129,2,150.08393894619508,29926.305314521644,226.92265001026038,30153.227964531903,1.847688556402106,0.9733459692010874,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
127,131,2,154.80991811313606,30078.75224305131,224.66473362750315,30303.41697667881,1.9070456704218128,0.9850283566876379,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
128,132,2,155.1634107801435,30233.738907497947,222.42928073580575,30456.168188233754,1.911743784549347,0.9750697580947945,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
129,127,2,152.8477032690168,30387.744464522526,220.21607339411577,30607.960537916642,1.883074011059853,0.9818915615299185,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
130,129,2,154.13392605916115,30541.235279186614,218.02488552319045,30759.260164709805,1.8994257470711318,0.9725739617856792,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
131,132,2,158.29196118259813,30697.448222807492,215.85550380143857,30913.30372660893,1.9516724710534818,0.987784597277193,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
132,131,2,155.87939663061937,30854.5339017141,213.70770480961195,31068.241606523712,1.9217838216547256,0.9816656984322879,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
133,126,2,148.0779587668766,31006.51257941285,211.58127547505634,31218.093854887906,1.8245314262359271,0.966296160103295,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
134,126,2,148.05981059328255,31154.58146409293,209.4760074244602,31364.05747151739,1.8245677255568902,0.9721506564397219,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
135,121,2,142.24497876163068,31299.73385877039,207.3916860901908,31507.12554486058,1.7521426874534207,0.9704414476673403,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
136,119,2,140.81829544581112,31441.26549587411,205.32810530434065,31646.59360117845,1.734567041137851,0.977610856540646,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
137,115,2,137.14430254258156,31580.246794868308,203.2850569809498,31783.531851849257,1.6888973922359032,0.9810860658270251,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
138,112,2,133.6487270691085,31715.643309674153,201.26233556793832,31916.905645242092,1.6454554404924704,0.9712403348394127,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
139,112,2,133.68046981647518,31849.307908116945,199.2597425012843,32048.567650618228,1.646102545374328,0.9760532510875076,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
140,110,2,131.89709685237523,31982.09669145137,197.2770748653967,32179.373766316767,1.6240581619124892,0.975505726148127,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
141,111,2,131.82984903601675,32113.960164395565,195.31413332373566,32309.2742977193,1.6234629457745677,0.9612996012972808,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
142,109,2,131.85451555333347,32245.80234669024,193.37072670160504,32439.173073391845,1.6240141920682405,0.9727161817288267,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
143,114,2,137.3244370437985,32380.391822988808,191.4466559146294,32571.838478903435,1.6926288914751693,0.9734422410898542,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
144,110,2,134.3895993756783,32516.248841198547,189.54173043567275,32705.79057163422,1.6561814395396657,0.9780680172910693,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
145,108,2,130.97662845348978,32648.93195511313,187.65575905008834,32836.587714163215,1.6137549398192446,0.9808795848869749,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
146,106,2,127.59482416253982,32778.21768142114,185.78855274116742,32964.00623416231,1.5717156839704525,0.9783305141891324,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
147,106,2,126.64179317860851,32905.33599009171,183.9399247152178,33089.27591480693,1.5600338546175727,0.9697587117371819,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
148,106,2,126.73459362262032,33032.02418349233,182.1096919202244,33214.13387541255,1.5614226424566922,0.9700569873166386,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
149,109,2,130.0179815275433,33160.40047106741,180.2976704709837,33340.6981415384,1.6026915955952044,0.9722435590917451,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
150,112,2,131.187918632366,33291.00342114737,178.5036782228495,33469.50709937022,1.6175400999212315,0.9684263084651636,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
151,112,2,132.37561911976394,33422.78519002343,176.727538017102,33599.512728040536,1.6326084016420954,0.9775884626269726,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
152,111,2,131.8804240584254,33554.913211612526,174.96907004906922,33729.882281661594,1.62663825298995,0.9812405038429675,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
153,107,2,126.70830665267344,33684.207576968074,173.22809823140582,33857.43567519948,1.5622042493870354,0.9769733714082236,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
154,107,2,126.36350678393131,33810.743483686376,171.50444984246172,33982.24793352884,1.5581096968907944,0.9768645151914929,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
155,105,2,122.76707193565487,33935.30877304617,169.7979511275295,34105.1067241737,1.5133674693646535,0.9686061617143713,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
156,101,2,117.68829740765653,34055.536457717826,168.10843374546994,34223.64489146329,1.45009381399814,0.9727375960452725,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
157,98,2,114.01085187376161,34171.38603235853,166.4357262106862,34337.82175856922,1.4043347237279056,0.9666733930951774,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
158,95,2,110.29328827535487,34283.53810243309,164.7796633697681,34448.31776580286,1.3580720674365627,0.9694483620020188,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
159,94,2,108.13978939606126,34392.7546412688,163.14007756821468,34555.894718837015,1.3313582185318213,0.9625273013650976,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
160,96,2,109.82327909946792,34501.73617551657,161.51680665177813,34663.25298216835,1.3526048025102644,0.9623212244285003,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
161,95,2,108.22569592016654,34610.76066302638,159.9096876594594,34770.67035068584,1.3328358520188692,0.9631203248165716,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
162,96,2,110.14679589372473,34719.94690893333,158.31856048966318,34878.26546942299,1.357048546773665,0.9707505434118625,0.19999999999999996,3.6,1.0,0.9,0.0,0.0
