agent_index,axis_0,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9
19,-0.12541839071440916,0.02180473562270537,0.007149774485994256,0.03868789633148706,0.04922891925200559,0.10594948132578504,-0.056200473035577514,-0.09939185091023585,-0.02317182523113462,-0.0701437171408173
20,0.033671482789102855,0.0006025302757653113,0.07707500233321567,-0.03849716253934403,0.09997734192150415,-0.00194023483974143,0.011530867091010904,0.007470652970956614,-0.08090097740984524,0.06038802278345231
21,-0.1089658905362631,-0.07248004990099167,0.02883547295370766,-0.008541489451623871,-0.029777745919763215,-0.00806651643545633,0.041877885580106126,0.06357728732420206,-0.0048114859142518,-0.018771710729284994
22,-0.0316961230307304,0.038303954996610365,-0.028371841179323266,0.00036164406227448423,-0.053392260184777676,0.04912377198945283,-0.0023332383468091366,-0.012292152482050815,0.028021431950978858,-0.0690607167055656
23,0.042630007257722854,0.04088049864204536,-0.04017769512350082,-0.04482373662637059,0.03287911092441139,0.042689053453943304,-0.07753166149293494,-0.022143412755225203,-0.038564784689371454,0.061831088675730006
24,-0.014754107838980682,0.034418018881246376,0.08251328711985367,-0.18733346316342683,-0.0037825729099229388,-0.07139484425822713,0.04886944634209015,0.04457218756510688,-0.17088943546132362,-0.05730415789266042
25,-0.04194759654203827,-0.0798173494893062,-0.03643927013769958,0.006071896260747712,-0.0007552020727631632,-0.05573081173771535,-0.007533771493104297,-0.1261294044707419,0.048788711443027336,0.035441056813010324
26,-0.0747137882969143,0.0033072285005916837,0.06008541537035534,-0.06029948595420543,0.18335015322647724,0.14237753219554442,-0.23573616454219626,-0.021988811055234293,-0.11256980984840509,0.02181692056302679
27,-0.1003868443610564,0.08707936996383224,0.007657214559273858,0.16708777515319242,-0.19138700469502576,0.01966309038344127,0.07217169753574812,-0.17202637796522957,-0.059081622819222114,-0.0853367200965377
28,0.027980659133650842,0.005615234100089022,-0.006539631462466392,-0.015021195362169,0.06264235362513054,0.027513191068686233,0.0421110210576505,0.23173607474542302,0.021542785607033824,0.0658687265445111
29,-0.05133507665132469,-0.027417091540106235,-0.015049595431085257,0.024565500224546826,0.018693562967941547,0.01629641143372659,0.010649333869449598,-0.005126053770836812,-0.14909955909257466,-0.2833335037564928
30,-0.015234461623441409,0.20011297813300502,0.027312427278961306,0.015903438788961003,0.016872524089713927,-0.13644488260388937,0.02956826852473114,-0.06574610544485435,-0.042233595989433936,0.0025799462604542633
31,-0.008429415905770125,0.11368994285295254,0.13098352608872374,-0.10330632480462916,0.13620313808410303,0.13491043523177615,0.10330603921535816,0.0791058745034485,-0.05208945505669237,0.04338874687012059
32,-0.05270536461223142,0.07363133495255518,0.05986836901333169,0.022673533852008935,0.011622341713480247,-0.024197895267656942,-0.009441865968520754,0.036420605095994096,0.08121102764446787,-0.04544666705521276
33,-0.002638606936801973,-0.01861017649958508,0.0030291505603537586,-0.02313859053332298,0.025697905171943893,-0.06114849139168476,-2.1841970054270617e-05,-0.045969813900509075,-0.01982495321402274,0.0002092664997585752
34,-0.00906152408962999,0.05285085957982668,-0.1858110404564336,-0.006515649990502683,0.04287812440076717,0.10038814814432781,-0.12881277703268926,-0.10079600597590134,0.02806877046761339,-0.08874822648524688
35,-0.07461042523372585,0.014641443901362518,-0.01772107735092689,0.05612912064173493,0.0036036620033284383,0.012596946862548707,-0.12321640392463137,-0.10449667987900751,-0.06820264197385424,-0.06939659000238549
36,0.11293370899057537,-0.09165449979343948,-0.0239936977463061,-0.02085730887470997,-0.14041370237894626,-0.06597249976795505,0.0964918118373005,0.041218766898704004,0.031246947088408326,0.08411086915633587
37,0.06565116871860203,0.0049813320367648305,-0.025151473450708665,-0.007984922073788198,-0.046728235353283396,0.12401209862433848,-0.030513152811011076,-0.023261919125356054,0.026326516841866817,-0.009575114189891307
38,-0.12927586779011557,-0.04255952399042808,-0.0046983883824985705,0.07646459584130127,-0.010974308027810688,-0.1626539692325575,0.010109675857633378,0.051883493960331935,-0.18463988686612473,-0.2571773603098348
39,0.042490617083779325,-0.059857973410941345,0.04655001812270423,0.005212252592452,0.007863196981588555,-0.13991345593328933,0.11083023128679924,-0.07236092227146891,0.08552257256994154,-0.06611472783007614
40,-0.05778362615524271,-0.003404373559612518,-0.06333245570057848,-0.07985076966695955,-0.08213546480350274,0.03403043511876466,-0.08610623289201133,-0.057894122223235964,0.03923990309525694,-0.07545836925610568
41,-0.018111755375358845,0.07172159490328822,0.15986588304672908,-0.027659214730258102,-0.0024003280223737805,-0.11842332448459673,-0.14957793624218718,-0.019208802797764157,0.001992688532926187,0.10190061202376904
42,-0.1327216704219794,-0.028184872185500177,-0.07830090989696505,0.04546784024836449,0.03231273968539213,-0.10501080057177595,0.029299697340709255,0.02191139551298053,0.0816121686270093,0.07400603019230047
43,-0.006824697422693568,0.09060322977569474,0.029523010647579888,-0.11357760198313173,-0.008243828814505449,-0.008738552149290256,-0.05703349086637483,-0.014872820063493095,0.03676261868972506,0.05790602821041464
44,-0.03296079030967494,0.009006215566128153,0.01864649697443047,-0.018135369319625307,-0.018851976289394005,-0.1250275882263838,0.10665720386530565,0.02794713895312215,-0.10426183428728515,-0.034144312624321785
45,-0.03983177894888716,-0.08678220901550511,0.05369777915440256,-0.015280172263644184,0.01153849222940791,0.004867160627228639,0.06547091576679596,-0.0009342318103653496,0.009490868083707214,0.033954096298630485
46,0.03940751540619907,0.06640579030692054,0.03141942593079954,-0.03636495833182132,0.08973040686573563,0.08290197130582633,0.08832948470962265,0.04995620606892829,0.026877696105121827,-0.03527984041826958
47,-0.10798766024034727,-0.05431500609726222,0.0243500953921478,-0.01730360165670634,0.1253461712016216,-0.09134843454791997,-0.03970779873075383,0.15496511642797867,0.0810022367082792,-0.0067049527667244315
48,-0.010418469901134465,0.01483925856606822,-0.127431900956912,-0.01965854401786765,0.006212988521666395,0.0744934768524591,-0.017412826220937327,0.023977228707564247,-0.011284011455650927,0.05899506440223326
49,-0.055275932373501806,0.20497827136205798,0.02395693670230588,0.055069117344834544,-0.051856079906172275,-0.0606689626081495,-0.008506491450885886,-0.016553958710900884,-0.022479307868632545,-0.0020228182624212423
50,-0.07699525650307584,0.00042008962079515737,0.07921417799124908,-0.007059675947225216,0.1379218117315768,0.1447133409102681,0.055729278143935274,0.04602314394519665,-0.0013304371017674348,-0.013826585067945806
51,-0.04408494537715605,0.06196004169703226,-0.12816323598633603,0.010473169934939103,-0.03577967871336419,9.554662453933518e-06,-0.01678592075113049,-0.025126566595627422,-0.1285520676401595,-0.14472455758207925
52,-1.0923177820036524e-05,0.09945607802875142,-0.03808089533972059,-0.016099399540451396,-0.06100430270616447,-0.0047095700416559805,0.05367210762510838,0.1397831095476092,-0.039065440574511466,0.1528406582570969
53,-0.07423838628858219,0.0331778255029318,0.031124189279017337,0.036000377453847154,-0.005238990493517549,0.09241834139881278,-0.002405120872323381,-0.04177291599729464,-0.22573459067018367,0.06338275734235982
54,-0.002168663185981533,-0.03674898050728556,-0.028066302765301795,0.025022059946159733,0.23361086512055856,0.040170422162162114,-0.005215731282575319,-0.029615176938576817,-0.13305378493698028,0.14609824199622284
55,-0.022842841841687254,0.05032548192360894,0.12765911181613357,0.022511430943715556,-0.11145005786433476,-0.05218046940267377,-0.00915744959301348,-0.018760805743437987,-0.11204949278723349,0.021023318039945955
56,-0.09120502672430765,-0.0036945273893578584,0.007215772300185694,0.05172303500014583,-0.26445134341886695,-0.008425140749751626,-0.029203534394215976,-0.014528860109495454,0.04225564740614774,0.07102723632551732
57,0.017456188152243923,-0.010002346815867093,-0.043723604947575365,-0.023207094351478105,0.23794689349161552,-0.02025700232280804,0.025469952865924936,0.056365451336488404,-0.03250149092677849,0.09106144500082165
58,0.018344668796707934,0.0035903005075743886,-0.05181276780400546,0.07301083308406708,-0.09640404967199084,0.005401956142490489,0.033444359169324984,-0.02610802737824593,-0.03724013427021051,-0.04031108599219438
59,-0.07212829847329541,0.0033359526201248942,-0.06256801712855052,0.1362974772688513,-0.06054099812428933,0.07892530093651737,-0.02571057153554372,-0.023340413331949167,-0.12896670133169777,-0.0027691285002450824
60,0.13335565748674472,-0.11060487281331949,-0.00281593049426734,-0.00810193891575484,-0.001453422720889517,0.035967211541345856,0.022322876851962808,0.018374995368808496,-0.024336470672629052,0.03506468754143976
61,0.023462594868509344,0.05387411318582673,0.16147251760958048,0.1744227786185396,0.18159732549910945,-0.016123613369105606,-0.04660567956364729,0.026613312139659676,0.005784755267323709,0.0793229817058436
62,0.013777813611380777,-0.010968511594432512,-0.03931546476838974,-0.003206976364037506,-0.0023407654436779293,-0.08046097823958233,-0.005988609949927326,0.02133807151484678,-0.006213675588406046,0.0022391797900665447
63,-0.00676693184930254,0.016649345881136136,-0.0001597043937904321,-0.02136230565075326,-0.10903380507168532,-0.061732954162589726,0.019919193483310213,0.023854017199026627,0.09833675344524763,0.003688980497569358
64,0.07436845727306395,0.009180438115519541,-0.01816653264436464,0.028891037933349573,-0.022494603304091917,-0.1207094571557513,0.01875718690791285,0.008606489184364702,-0.1231302325864857,0.01800649501459145
65,-0.00593369259234405,0.06532559347939637,-0.07202140573712575,0.023223727656818217,0.018083320664000428,0.03216265283939237,-0.015935858267860765,-0.04816542914725216,-0.08808304839208614,-0.04798654926068433
66,-0.0599147015677946,-0.07364332865152814,0.029016006610421557,0.16485004118905838,-0.1863501349033912,-0.05287206308364834,0.04978888844176495,0.03446344379609663,-0.024953462276654497,0.0032541272883518206
67,-0.10059555655125746,-0.010229964949720902,-0.12742036123216618,-0.05894458130888883,-0.014282933712613678,-0.07372995177919413,-0.0441877241880746,-0.03121691296773527,0.07418902897509147,-0.08982257960062377
68,0.004963648115231005,-0.02311628637572952,-0.1824745074259837,-0.16299907921049703,-0.02917529694181339,-0.022277850212082662,0.008012582112973229,-0.04516493671822969,0.12166958981627658,0.0052145575885496525
69,-0.09379194037158514,-0.02762500588998713,0.029917516737313164,-0.03809090381588164,-0.01260230597365003,0.01819620404965792,0.062036025221999615,0.14777465360103445,-0.026943327475141287,0.036581289812845946
70,-0.08721073525914018,-0.005434556527690148,-0.0003002010180674461,-0.01585508185960507,0.1214843510733509,0.021913339521228387,0.05412139856669882,-0.03258702283889457,0.252303970765489,-0.0547227171126835
71,0.06630325467521675,-0.017412745311329855,-0.03968887364121009,-0.04286659818334378,-0.0009181436188742435,-0.034413796233693145,-0.1226548498097624,0.042705424077190725,-0.023971417983310164,-0.06107062600614831
72,0.14773003495168888,0.09982631937148266,0.033225634662474704,0.04909770959129811,0.021844424238711017,0.11863888260069647,0.026041995017936234,-0.02402443099431206,-0.11710119013501073,0.04487078141654212
73,0.0018935177987495235,-0.02060254454214618,0.004185673017611088,-0.020918787298149548,-0.012418660866875361,-0.011502884650481946,-0.08370433247434268,0.03172831798072889,-0.07946439505097938,0.01945325094172565
74,-0.007076423674051435,0.0195998935676982,0.21113074964250056,-0.024830367486755666,-0.08964502557829221,-0.10971436903593774,-0.0032422099135644552,0.01934690540536759,-0.11206781418252677,-0.04379429316568158
75,0.04843840964833214,-0.025077235673856023,-0.012365505435598912,0.14682023064451763,0.2570608782509072,0.09961771905904995,0.0030023045378407124,0.03393474501688102,-0.056108440947994775,0.11091811361077214
76,-0.02078936943914273,0.04289897728762692,0.16040535822255514,0.014157286827420816,0.007614803300750254,-0.030791357099240576,-0.024645617334879362,0.012101184222401008,0.16181705220336604,-0.034351985854958675
77,0.1436423868551621,-0.07761684596592215,0.008127869794988196,0.014915701556602427,0.06255459494710587,0.02633234870883195,0.07787075120608423,0.03989732235994855,0.12429065646365134,-0.04484908119594972
78,0.03663561170422765,-0.03770440614227173,0.20505532263759305,0.11162267505145347,0.0876113303043213,0.0672562855788129,0.009744339784792081,-0.012182042700743481,0.006034183229099355,-0.028394276739568753
79,0.0261292327921505,0.0018172970186222878,0.008369410724709307,-0.11183784106930984,0.007208517139565903,0.07080172418798863,0.020123176440826247,0.11110512043318058,-0.11460036537337621,0.025962028976422347
80,-0.02595711732540477,-0.008628745037131649,0.009684320350679195,-0.12950929477956957,0.01770717090419324,-0.08255858447829438,-0.10127882953899947,0.08813268582946074,0.01849023720255949,0.020167525173562403
81,0.008976527342216444,-0.08052574165287071,-0.008650136608688455,-0.07328613504502031,-0.030255688840108482,-0.004268345848941372,0.04117035569697889,-0.05506356773947092,0.04157455524235069,0.016782206861653385
82,-0.01298700309329992,0.02743569122745669,0.058312823651028134,0.008356357600542047,-0.0582592558325398,-0.05212308082391306,-0.0063891573521443305,0.016878334547599648,-0.05919999791475499,0.03188236001024614
83,0.05506548456976418,-0.06673932545631137,0.053173189094469324,0.0075105270107383194,0.07564526549151789,-0.026444526402210025,0.0026654434008434864,0.1099558540602173,-0.2021111655625979,-0.08397474109183305
84,-0.042831027185871166,-0.006932368081015474,-0.00682830526969428,0.08475467501361277,0.05327170310060649,0.04777972248275884,-0.020396531477306017,-0.05703105319307004,-0.06663528551659573,-0.004079697814110388
85,0.09596264739231355,0.02866944138945807,0.003921239386826152,-0.001036748141098988,0.02923949985422617,-0.0008058841211389979,0.2170157821726413,0.11104365976917498,-0.055903762743349225,-0.04313564277858019
86,-0.06677493536914565,-0.06120365642802535,-0.012155620554565798,-0.03955660978491721,0.05447750388542525,0.21754262884745512,-0.12952276701657445,0.005954365558360174,0.001254631360053329,-0.05138469672140352
87,-0.02133114470756791,0.17539996888580706,-0.0167705388310358,0.024400325208248783,0.029413385637679264,0.07107456745211214,0.05736803039632732,0.05686662716138368,-0.011819209199366548,0.009511856354390665
88,-0.19858583102872063,-0.06527967571841971,0.008829260197144405,-0.018045884318891512,0.010415297488362818,0.04407743989658552,0.01891792934660982,-0.02830062956167336,0.02071674605606747,0.032536423170660626
89,-0.046694348953461876,-0.24742110312303855,-0.0036215144610893357,-0.008615237238504927,-0.09759398381585713,0.02199072860892811,0.2833704271781848,0.12490775390620686,0.000645022422075814,-0.031157009902659905
90,-0.029159050356513408,0.030004777238638897,-0.01786855802131905,0.0329823945412864,0.040414456959379334,-0.0231951234563258,-0.09340356596184321,-0.003032636551331063,0.014095971583291156,-0.00475219941118069
91,0.04368769891773598,0.026712276932584142,0.0304351811604552,-0.11515716263129672,-0.031189757822675596,-0.008122488643003063,0.040614885915336636,0.08673407010556089,0.06464828628661035,-0.1185486582567342
92,-0.07515649973889463,0.1464947933747768,0.00617018271814511,0.10335536452795471,0.019447545491215672,-0.01684233292208419,0.34965593327109634,-0.08593671409796143,-0.010032960466853565,0.023227455199776505
93,0.044190431203180856,-0.0036314232254408083,-0.10835569883241132,-0.017120693013763188,-0.015471989844006646,0.01720248283953831,-0.008529688898973885,0.07255170535115893,0.04215471598193729,0.026686460532441274
94,0.09146020469556705,0.09157377896481383,0.09711975305770523,0.14926745507540487,-0.04629472767330452,0.17749480927004432,-0.07230848942349881,-0.009558827516692693,-0.011901846453187793,0.061620729463140435
95,0.05827396091599564,-0.06109548550683441,0.00899035709734881,-0.05370988612558728,0.02395507880056184,-0.0064357330369456825,-0.0010266134993998093,0.011051833736446868,0.02029584563306838,0.11537902676240215
96,-0.004094486261244889,-0.11681001643454596,-0.002898780228882164,0.027613307794800316,-0.025026948226221316,-0.018302106764527572,0.18524513303431325,0.12682514035735246,-0.24108280502841978,0.061998828731552914
97,-0.013476447221174344,-0.051405090937308204,0.009837709536891412,0.0586591727274613,-0.007527836667239072,-0.1522788279221938,-0.025459448126546786,-0.10790608640468356,-0.02354031487681479,0.03767985556400267
98,0.09337509304528219,0.13030515412594068,-0.0509688770571415,-0.09471263206303175,0.017905831610850045,-0.011318564295573527,0.004858872221905373,0.10257624726020134,-0.023824500528956634,0.10282001051547097
99,0.10137384276213383,-0.0026680297105206507,-0.019864310043120666,-0.0027887224185955003,-0.06569076269327867,0.004282481429380839,-0.0370407517845502,-0.11815108385622831,-0.02452586678703181,0.016223028495315237
100,0.18931767480861275,0.07082132671441647,0.1295288583592736,0.05938053848334997,0.17343650370436378,0.009127441798023847,-0.08991222194339821,-0.03819533644229311,0.027912369543036015,-0.09646943303248535
101,-0.0411224663335609,0.012366205553432846,-0.03050397271824249,-0.025067518931161353,0.009658055953678796,0.014027850050760928,-0.08039415196503459,-0.017120211302754443,-0.07079415617351967,0.06882549492148227
102,-0.017286913365262016,-0.032489592529353496,-0.010489039589585523,0.037372572270861555,-0.0678443344960909,-0.03260572634260897,0.019603838464260708,-0.02728088313674779,-0.009194973553387,0.07344744050289984
103,-0.03509309686067616,-0.06841187518710001,0.04826796085787573,0.025502631136298016,-0.05644468636534741,-0.1311154042296695,0.03869993533601025,-0.017292445263126455,0.030535346185210203,0.14758317201249624
104,-0.04416709076525557,0.04210029436282482,0.0015106451076742423,-0.1107314140494091,0.1658815570351609,-0.037877727678686454,-0.07005823248093516,0.05446043706972332,0.058895387740842645,-0.0635289133329656
105,-0.0400248871185497,-0.08127405118868442,0.12418317639000694,-0.038638136955840605,0.0122523240638574,0.18279980744816962,-0.04537150412920087,-0.008029223452831268,0.005750756931152214,0.020232293744271334
106,0.11535224729955978,0.042029419422331994,0.06899420084808774,-0.010429901894882798,-0.013078849868717126,0.09308586751088403,-0.004572209295586852,-0.001169763334010572,-0.029624855607780675,0.28056901765459386
107,0.10800626894051554,-0.09462710827963756,-0.01568673058414514,-0.04278711432154296,-0.019553834442888926,-0.14320247276045134,0.01777427130073949,0.0828716819179945,-0.03951645131581689,0.008927022567607681
108,0.029149307075485024,0.004050436674103057,-0.04161579731074702,-0.04203771434715605,0.07405417320720865,-0.07027689709921857,-0.009179779278203223,-0.00826426110501717,0.06199954097966867,-0.19242734095767924
109,0.053617163004673944,0.06666919114586693,0.012188729840055602,0.06709193883420701,0.014977149705537226,0.15069888406408638,-0.048388313215194025,0.08744160171673135,-0.02369603272235789,-0.06026453960252089
110,-0.001895783886125235,-0.258152411899992,-0.002980776171875687,-0.2117099375331804,0.16807604649912322,0.032928755266518776,0.032106443504475286,0.012674219878725993,-0.10558289299748388,-0.1756143384547719
111,-0.004095173671063861,0.013565714273522614,-0.019017300723105156,-0.0724709864871125,-0.03251283059360783,-0.004798961307989263,0.006228363897177102,-0.02279732746510984,0.025548628924404647,0.009707945101107753
112,-0.00587478861000678,0.13050981621008884,-0.0027570045583764176,-0.004619947467408647,-0.03521078620932124,0.02410064228286807,0.0015310886760472456,0.006611231418823996,0.022775647525839413,-0.2792967457579154
113,-0.0162520357245881,0.008870728079904822,0.0892252722114874,-0.05295621440635338,0.06924594372986813,0.003088351798332975,0.05774367976529299,0.024859359939368147,-0.06214106666261855,-0.07288081350903435
114,-0.011572419365471287,0.07246997316812405,0.0836493270191316,0.05280558424827045,0.023576103240377167,0.06609416299305838,0.13062984250804868,0.0789648948427268,0.2266960662124744,-0.12976378505675393
115,-0.003484793672278665,0.09329834748272244,0.0818798177524406,0.027107700729251442,0.03621939577753777,0.035547871967648484,0.06732617964564282,0.026048575061988846,0.00014384929397229365,-0.00019750992680730978
116,0.0011785170139434532,-0.09562785261209988,0.14975330494412772,-0.049240042884573766,-0.060043108651277835,0.034665025553917275,-0.08202291545904496,0.01783298742201197,-0.4055761282119669,-0.09690240271522436
117,-0.026437722863188337,0.003493647403763265,0.03675938506378138,-0.030958622854031004,-0.13480495461343062,0.08110224231765671,0.058306790069831464,0.02082172523026791,0.021879842376442235,0.032105589919086304
118,0.036769829767682054,0.08286912761027715,-0.00016543374964378386,0.04637032938093248,0.11252658009537432,-0.03531372350524655,-0.043032888742449,-0.0665858699105632,-0.016536806379564367,0.16907229962919829
119,0.0038974522132251476,-0.029969720161231863,-0.025030457826955947,0.011716297616049634,0.015231757988237083,0.01468193401380552,-0.002461338758809216,0.0670377321458607,-0.011245937009654889,-0.0037722291532916656
120,0.0215077078456469,0.00298704780971479,0.05335730638116503,0.0011728147444514331,-0.01732966591295051,0.000527941161006639,-0.01466724028950364,-0.07553379548738798,0.10267169200306082,-0.1336748590329472
121,0.02501048039245084,-0.22776411328165547,0.025390745243590997,-0.03952202292780496,0.009973301911961717,-0.049773017618899074,-0.06614397155746668,0.17392676848879995,0.2519157270881596,0.09624466666648
122,0.037386912487025456,-0.050672862386359575,-0.14466810737890853,0.06380643435386082,0.16560124359116127,-0.03627731971525489,-0.14155051059989773,0.008756077352190672,-0.02601921070712102,-0.002620526822232529
123,0.10598854425354097,-0.023572065573678892,0.08362868613678269,-0.1740538406394015,0.0012016810774549747,0.050587761775033,0.07952526897726972,0.015709592901601902,-0.14042506827442433,-0.09712278377537961
124,0.005892833858225649,0.07744149165356744,-0.01859622709020765,0.04522042379495183,0.00808371781774593,-0.10327332916657385,0.1455018913066988,0.04932714330891472,-0.0804914633207232,0.039592356090588164
125,0.10684006057715327,-0.08789358476299791,-0.17081004846616185,0.1577236905255654,-0.1394653794809286,0.08418751223397508,-0.01782347182350971,0.1409194055193729,0.1469350142194486,-0.08119865416728304
126,-0.05559583157815899,0.06682739950074501,-0.16453032947471527,-0.17723870979238068,-0.01764527873379758,-0.04034807118468692,0.014520061310498239,0.010921052224419091,-0.06409502764991026,-0.08508521488139902
127,-0.1205515410067064,0.016046967040085847,-0.04675532051210481,-0.015327842821349054,0.08668821498391326,0.14157340452011413,-0.051151693952829265,0.05021119520603726,0.004775038110409477,0.007040795651297737
128,0.04210248903744043,-0.15694812846635897,-0.033318891409544145,0.03019706703013361,-0.05870152206468289,-0.05506572474543918,-0.0725314881752393,-0.008233375111142426,-0.016131126081009643,0.09723322954070275
129,0.03243775396704198,0.017755783949066156,-0.009171826525630316,-0.11354945243464379,-0.03265028482658099,-0.2510158973075533,0.12897613305600594,-0.05491279318275593,-0.022055655134424354,-0.017437126272413624
130,0.019032991990359488,0.017315604136073692,-0.2820610223637672,0.03564897537708287,0.08419229406661254,-0.026340201118901233,0.12847181625110562,0.15183911532342426,-0.013988208805033651,-0.062407959845392186
131,0.0964049198556926,-0.08708720071232905,0.09908325792788875,-0.016890645246948336,0.029864516592014667,0.028469521584215726,0.07884269784494868,0.10339111515150651,0.039053628883938395,-0.0031600126327060067
132,0.07221979885646078,0.04255191656906553,0.01679258137064441,0.014547452069443682,0.01743199140982781,-0.05039910180863587,-0.01723614155596451,-0.012269167938506138,-0.03242198338938277,-0.029211368023378707
133,-0.029493712260542804,-0.3109896227793716,-0.005049698085935184,0.14160149071187644,-0.009204028733664207,-0.09893611765617062,0.0484624669603251,-0.1225149143288801,0.2432476627172879,0.003558398836296504
134,-0.16621482488035516,0.01127959218623218,0.10077377135856622,0.03217335247009507,0.01624291161543138,-0.033026149718317965,0.04062484113764778,0.012413687863019931,0.023627228649499392,-0.03669056768408279
135,0.03993297641921871,-0.17858187762510636,0.051945927872214456,0.010333483389244301,-0.09542855965198169,0.18098584274756221,0.03618154589562389,-0.016161883348125395,0.05000565340634734,-0.07005912672258693
136,-0.04202576839053756,0.026446938432367336,0.14218936012331795,-0.044223973004034633,-0.13153321084501327,-0.1637824322586132,-0.02713585010697289,-0.07490586955876531,-0.14655794414479834,0.06596026818679894
137,-0.05997815417371227,-0.0671917720632787,0.018831616624213503,-0.0007568264002999616,0.1997887539499291,-0.0549476061626007,-0.02712144305244556,-0.023553940358290545,-0.34126929131808353,-0.012027508113339065
138,0.09901454761139157,-0.20731649256958648,0.013411760108341832,-0.052333531100827974,0.20608927810751523,0.0483389542111158,-0.021219792903180424,0.0054222848114499275,-0.05086959340464205,0.03529474517253989
139,0.03625425852681447,-0.105637981004634,0.04278733579361771,-0.011691809296426376,0.08171804059025205,0.007831890424022195,-0.1384345803379576,-0.2546634658772028,0.21842290987864948,-0.0405340664367513
140,0.003772898215585519,0.03285356094636705,-0.04247005020632484,-0.19080137864835206,-0.0074691894902605745,-0.031838138342668965,0.017239169754915597,0.016144523073505654,-0.033832536843652096,0.0454471923469187
141,-0.08558026874016296,-0.059309688964721566,0.01890161726837073,-0.11020377164038771,-0.00977856176211059,0.05176902589221582,0.006953717918920548,-0.02485029995894465,0.023540147146324,0.013408402476929464
