arm,seed,steps_completed,end_reason,extinct,shape_fallback_increase_step_0,shape_fallback_permitted_increase_after_step_0,shape_fallback_nonpermitted_increase_count,first_fewer_than_two_novelty_vectors_step,raw_log,raw_log_sha256_lf
H,1835086211,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086211_steps_attempt1.csv,3dc53760dae444ef6acc49ca1d3f74866025ee948f83f493a596ef17292b94fb
H,1835086212,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086212_steps_attempt1.csv,98fbe4b6c8548cdc7c70adefef4abbb7bf43f3bfbd92ccaf15b8ec9bd51dccb1
H,1835086213,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086213_steps_attempt1.csv,4d1ad31cf439083a8b66fa048ae687931dbf6558c993e2085ab9e9a8c27ef4ba
H,1835086214,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086214_steps_attempt1.csv,203df413cd9fa22bf820c3212970f04bf2c6619eb9287b61a48341e855a34a5a
H,1835086215,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086215_steps_attempt1.csv,d33a194e512f3be9a3587071bc9599ee2a93e93a5c01a3a4d4b33f3858fd05a8
H,1835086216,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086216_steps_attempt1.csv,16f0083370d25fdc2a8c8464da31f517aa01d472b269494d3de105a13debfd58
H,1835086217,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086217_steps_attempt1.csv,6a4251914f7a70754d31552020b1b7317397dfc3f5b7a7ef5d5ad3513cfe23f4
H,1835086218,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086218_steps_attempt1.csv,49d43863355cf9ab7e78a79cda2cd778ec9e4bfb04c07ca845324a07c87f4b6f
H,1835086219,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086219_steps_attempt1.csv,33e6d9b3e142a22fb4eff7a65406a00fe443d877d35c9c9631e5d65baa5a9923
H,1835086220,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086220_steps_attempt1.csv,3c69bf305fa7befe992dc29d7284c438b998230b205b7dfd65a5c3324f899d07
H,1835086221,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086221_steps_attempt1.csv,f4da51a7be396f94a226db4c3651df8e68e5a1d6af54b5018ac7275fc019683c
H,1835086222,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086222_steps_attempt1.csv,030f94503adcfaed9da951f903ea8802d3b626738a6feb7949a1a6bb07d9d568
H,1835086223,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086223_steps_attempt1.csv,6aacfdf6dd5158f670d8e23d8b7b0884bf970abc4ff791c33e8eebaddb2c660d
H,1835086224,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086224_steps_attempt1.csv,6982fb8e9e121e6c9e9cc2ff792c7324da8bcc8929d54cb95d3bea832a0e95ca
H,1835086225,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086225_steps_attempt1.csv,ace1f7016b6d967e9b1fa5d389bbd10a1957a2491d14860869486ebf041a334e
H,1835086226,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086226_steps_attempt1.csv,87716c381e564dab78a44577f73686e47e87f8c3be98ca64c8295d86d3afc93a
H,1835086227,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086227_steps_attempt1.csv,566bb0e50e751655b96c2d92790bf80de13affbd356885d6c4b590fdcc599a23
H,1835086228,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086228_steps_attempt1.csv,245e9a03e379a31e3c334dbae476f65ab08eb6e1483a89f430f1f9bb4c2adcad
H,1835086229,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086229_steps_attempt1.csv,1e76517648a258f37aa0d44c169b840d43b1593109af048c6fe2ee2339b9f86d
H,1835086230,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086230_steps_attempt1.csv,65e34f463f2b46cb2b0aab362cb4ef5406d4a72ea6dbd9361e8b524b5ba410c3
H,1835086231,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086231_steps_attempt1.csv,bd52abbaa1ec603a5ebad8490bed189a7001d89d8c55297687adb1bef9eafe0a
H,1835086232,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086232_steps_attempt1.csv,2e1ad757d112fde10d8d6f7dcd13438bb50e5c8b4abe2f1d40b6fa6dc63c8227
H,1835086233,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086233_steps_attempt1.csv,ceb723991218ac0d6df7e376873396cd4b3e4232ece568e83acce5e4b8417c42
H,1835086234,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086234_steps_attempt1.csv,ec076a5b5de00c932248b0228b15ff28cc83de361e31d448bd27f0a5cc0c9643
H,1835086235,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086235_steps_attempt1.csv,7debdaac0e56df7fced45f1bb9bb3a43537c3be313ab7c18c78c3f92c7ec97ec
H,1835086236,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086236_steps_attempt1.csv,9597be9a3e04377f93607e199ae7a7a6abeac4a96b90fd24d76facc4b462b65c
H,1835086237,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086237_steps_attempt1.csv,65e4e0e6d65140993906a2baf60b51710a32f70317c10ca69fa6f9f688821738
H,1835086238,300,step_limit,False,2,0,0,null,drift_map_run_a3_H_1835086238_steps_attempt1.csv,f901aa785862d52f03215c5e53ae5346ff8affbf2bb9ea01133adf3b0c66e1e6
M05,1835086199,298,extinction,True,2,1,0,297,drift_map_run_a3_M05_1835086199_steps_attempt1.csv,69ab13b416f712a85c72f5f5d36db5689ae9f41fe5e64947f77d01936de6a47f
M05,1835086200,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086200_steps_attempt1.csv,a9b835ac5e02fddd2f9f6e904a39d2e01a0fe547dd2e205d5d03c63898f7e88c
M05,1835086201,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086201_steps_attempt1.csv,fbd15b34598c12c876bdf1e7d01b8537cd35cfbc4409a3648a20d465da9bc3b6
M05,1835086202,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086202_steps_attempt1.csv,3bcfcb15ffd9d6b0b941370c336f83108b92cf79eccf19bbae8bd828575b8fb6
M05,1835086203,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086203_steps_attempt1.csv,c914c7dde3e8b07e802b6c587ec9bd68ea813839caf5f3a219468a220002dc35
M05,1835086204,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086204_steps_attempt1.csv,90fc305334117d67f8149d7e55e59958432a8ce828c5f88e96af6f4ce316d6f7
M05,1835086205,295,extinction,True,2,19,0,288,drift_map_run_a3_M05_1835086205_steps_attempt1.csv,af4bd2e80723d702fe7dd8ce3a60b0ca562331f6e30df9b6d88afadfbfce10f3
M05,1835086206,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086206_steps_attempt1.csv,20d09ba65ce1cce48d4dd34312262853346682272a05607590227553a5032011
M05,1835086207,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086207_steps_attempt1.csv,f8f1d205095334a48830e8acfb5e53f76289e95352c63abaf59037af26a2ad46
M05,1835086208,274,extinction,True,2,22,0,266,drift_map_run_a3_M05_1835086208_steps_attempt1.csv,3f5ab38e09bd5d020a215a31440621314994b8484d64ee0ae150cd34f27661e7
M05,1835086209,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086209_steps_attempt1.csv,c6dc9fc3a49a18e0cdbf5036b9309bd4d77048646d719e729f9c4dc5fbc3f553
M05,1835086210,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086210_steps_attempt1.csv,3cbe26da5118e69fc849d7c8758cfcdd56eb71f200310cfe57186c18e1bee225
M05,1835086211,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086211_steps_attempt1.csv,ecf75b11ae124beac6de561138e30b6b2be8502720164495c4f51853175b8412
M05,1835086212,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086212_steps_attempt1.csv,177adaeed746a86786222f32ed1d4ea92bae5057335a1fbe5083a8e0cf687cd4
M05,1835086213,292,extinction,True,2,7,0,289,drift_map_run_a3_M05_1835086213_steps_attempt1.csv,2a3b8f8e1e388e89c9b235f33bfa397adff1807535a016bc77d83692efe81cfb
M05,1835086214,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086214_steps_attempt1.csv,a198353db45f83671519108e0555df73273be9268e042cb9b23388717857d44f
M05,1835086215,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086215_steps_attempt1.csv,575ad60d08fbfacf0d698d8063ea6d65fdc121259b9eccc398c062f3b42f607d
M05,1835086216,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086216_steps_attempt1.csv,7c8ff17d363f684037640e6bbb5915006cff439d49a402023bec9076449b98d3
M05,1835086217,296,extinction,True,2,19,0,289,drift_map_run_a3_M05_1835086217_steps_attempt1.csv,2e9fa60e7a72021769c95fda5ce54e27668884c97e90bc2e544e3705cad1fb97
M05,1835086218,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086218_steps_attempt1.csv,d8d43237047a67fa7ccf059dd4d1b1e8780299542589d886e590031fbf1d2492
M05,1835086219,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086219_steps_attempt1.csv,3ac765223b9d20c7a56eb00a317e293295b42fef1871e78cb33163fe4fca380c
M05,1835086220,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086220_steps_attempt1.csv,3283f4eb5111aae02c3d062ab7fea58b46e492e33617882734a6cab0e8328efa
M05,1835086221,300,step_limit,False,2,43,0,285,drift_map_run_a3_M05_1835086221_steps_attempt1.csv,c8f05debcd11de705399e0931668329f4a93f65e7a3117b3125d27eb681a6ba0
M05,1835086222,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086222_steps_attempt1.csv,5fd55c7610c626cbe913cbe67c61fb297aefc7f7bda2a0e93aebd81ca15bbbf2
M05,1835086223,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086223_steps_attempt1.csv,2a47ed49a84e872e75fecbbb787dce4b44f763416f0e23281ca5230c0773ff9b
M05,1835086224,300,step_limit,False,2,9,0,295,drift_map_run_a3_M05_1835086224_steps_attempt1.csv,efc52cd1564061f15153f326419ee48d7a0051cfd3221b0f48a601faf97fa6c6
M05,1835086225,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086225_steps_attempt1.csv,fc954621bb1aee716229123cec4c0dc6cb75ce21c788dd13138f98e5da9fd3ce
M05,1835086226,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086226_steps_attempt1.csv,e8c45c0243c2a218d0840a8e243fc2e0fcd56aa7ac027e8988d7f7c3b0117762
M05,1835086227,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086227_steps_attempt1.csv,53ad3da02afc7214d35ef679115e5495a1432f06bc31cb9abd6c8a77f743f035
M05,1835086228,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086228_steps_attempt1.csv,adbe5e0e555eaf511b8b62c5216220e5c874f1776fe0acb34da52be33464e0f8
M05,1835086229,299,extinction,True,2,7,0,296,drift_map_run_a3_M05_1835086229_steps_attempt1.csv,0fc0f5b5b060adb80339c40bde1ca6d24cfa62ffd1c6b2cd49f2ae5d7d859e26
M05,1835086230,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086230_steps_attempt1.csv,d138aa2d8391f931b116777b99e4a0718020d0557134918d4d926bbe91094a6c
M05,1835086231,290,extinction,True,2,43,0,275,drift_map_run_a3_M05_1835086231_steps_attempt1.csv,4c6665f58d4d46f5aebb04931859a58aa9d416709df3cffd6be2c5e78433e5fc
M05,1835086232,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086232_steps_attempt1.csv,5bcc112bdd9a753d1f8f0bc6420fb8a3db173649246b99154805b0f54f060a06
M05,1835086233,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086233_steps_attempt1.csv,c9bfcce51b5368eebae4b44167849b75901e3dc48ce240c5f8f92ee89abee1ef
M05,1835086234,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086234_steps_attempt1.csv,f249c0b7125adaae410a79cdd1449e593c6f1b3834ebf37ee4f9b028954ffdf0
M05,1835086235,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086235_steps_attempt1.csv,dd23a04f8b9ba7b73fa843f88d8cc68466b81dc2154b8dcc804ab71c6734c39d
M05,1835086236,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086236_steps_attempt1.csv,f5c27cd58ebe3ec7c9d64487aa41d86c7abfdae5bdc06340a9135abd3b1236d9
M05,1835086237,300,step_limit,False,2,7,0,297,drift_map_run_a3_M05_1835086237_steps_attempt1.csv,23f94a9c9a4c3a7354273684fd4d146559ef029c5041269c6d45db8bec44eee0
M05,1835086238,300,step_limit,False,2,0,0,null,drift_map_run_a3_M05_1835086238_steps_attempt1.csv,764a6aac7126e7cc92584e475f7fa340046aa13df925c37d38520153b7bf5ba5
M1,1835086199,280,extinction,True,2,46,0,264,drift_map_run_a3_M1_1835086199_steps_attempt1.csv,cf3d0480069e4f72cbb7023b4f93af0e1c123d52846b10af0d1f854ad0c73975
M1,1835086200,249,extinction,True,2,4,0,247,drift_map_run_a3_M1_1835086200_steps_attempt1.csv,6f84cc323c3407df429e02a48e943a8ae8774ecab40a8559711a460194478bbc
M1,1835086201,278,extinction,True,2,82,0,250,drift_map_run_a3_M1_1835086201_steps_attempt1.csv,09e26663e06af526cb87307ce86ece936041d50da933179d37fc2e566e0418f7
M1,1835086202,230,extinction,True,2,40,0,216,drift_map_run_a3_M1_1835086202_steps_attempt1.csv,525d2daaefe7957712ce61bb6539719393b4cb2d562256375c4204c58060800c
M1,1835086203,300,step_limit,False,2,0,0,null,drift_map_run_a3_M1_1835086203_steps_attempt1.csv,c19a89df69b5707b5d0b575c5905b4d722a7cb4340b6f91c825a4c92679d0910
M1,1835086204,251,extinction,True,2,37,0,227,drift_map_run_a3_M1_1835086204_steps_attempt1.csv,067bd8240b202ff0b59d74c55e87c45dd220e430bcbfd13ec57f82e111d4c9e3
M1,1835086205,262,extinction,True,2,25,0,253,drift_map_run_a3_M1_1835086205_steps_attempt1.csv,bd05053bd532f3bb1d79587922ed9e09516b366072795c841ee4657015cb1f93
M1,1835086206,228,extinction,True,2,10,0,224,drift_map_run_a3_M1_1835086206_steps_attempt1.csv,cf68ece7b47e6fa13d4d82edf547a4b742f1e24886521298307cc00fef3c84ba
M1,1835086207,289,extinction,True,2,1,0,288,drift_map_run_a3_M1_1835086207_steps_attempt1.csv,bcbb57180fc4a3c78ec3760a2bb4a2c325115f60b76a491f44f64c7cd278a708
M1,1835086208,205,extinction,True,2,7,0,202,drift_map_run_a3_M1_1835086208_steps_attempt1.csv,d1c48f5bf1bc76500c999be36cf447846cd39b9253e4fb5286524d4a6c0dbfc2
M1,1835086209,241,extinction,True,2,1,0,240,drift_map_run_a3_M1_1835086209_steps_attempt1.csv,a3e78dc868a94a76731495ab0396e45edf293c9b71a0bb78790258bc95c8c60b
M1,1835086210,292,extinction,True,2,112,0,234,drift_map_run_a3_M1_1835086210_steps_attempt1.csv,70add9100713bbdac2f1f7fcbead472f1a4edd3d5c99fc6aa909e2af7084bfd0
M1,1835086211,237,extinction,True,2,1,0,236,drift_map_run_a3_M1_1835086211_steps_attempt1.csv,cde53178bb34e94f758992824b8e9777281d2b7fc65d3b4ae6eecbaa82f40cb3
M1,1835086212,204,extinction,True,2,4,0,202,drift_map_run_a3_M1_1835086212_steps_attempt1.csv,9f77ce146143a5101c1574681083f03ec372c273d7de84244b16db9e2af159fd
M1,1835086213,260,extinction,True,2,25,0,251,drift_map_run_a3_M1_1835086213_steps_attempt1.csv,77451c6bc2d635497877b21a797d6bed6c550bf77e1da5ad9d0f90be7eefc618
M1,1835086214,256,extinction,True,2,61,0,235,drift_map_run_a3_M1_1835086214_steps_attempt1.csv,b7496c1dcbc8206c8b2f1f9cad8adadcafbab3c9283cf04ba12e6281eb18d6b0
M1,1835086215,283,extinction,True,2,55,0,264,drift_map_run_a3_M1_1835086215_steps_attempt1.csv,20b68789f40adb16f2908e82a42b8150a3ecfbd22774876f1eccf0aef224812a
M1,1835086216,243,extinction,True,2,13,0,238,drift_map_run_a3_M1_1835086216_steps_attempt1.csv,227b5281a2e59a3c3e041c0d5a07e3ab2e05acc6d12cb8be8c148b13775a28e2
M1,1835086217,219,extinction,True,2,1,0,218,drift_map_run_a3_M1_1835086217_steps_attempt1.csv,85f0dd659c551596a3da9a4cdafdd58f837a17b5a12b75b69681d0449883a9a2
M1,1835086218,246,extinction,True,2,7,0,243,drift_map_run_a3_M1_1835086218_steps_attempt1.csv,273cd0bbde1f615d231489c7c8702052cfda07cad29b6f7c3b6850257fe03965
M1,1835086219,274,extinction,True,2,46,0,258,drift_map_run_a3_M1_1835086219_steps_attempt1.csv,93a098a287f280ce1763b053fa1ae87500443224b6e0b22d995252c9f9815e5e
M1,1835086220,238,extinction,True,2,0,0,null,drift_map_run_a3_M1_1835086220_steps_attempt1.csv,cc3ca676f4a93074a633be99f5946eb8ed09fbe46315ea3b9a41a27ed5971f47
M1,1835086221,249,extinction,True,2,25,0,240,drift_map_run_a3_M1_1835086221_steps_attempt1.csv,8e28e3897e3fb8c14592057fbf6544e55e89a0e1fd4129dfff095e9998d3fa9a
M1,1835086222,258,extinction,True,2,34,0,246,drift_map_run_a3_M1_1835086222_steps_attempt1.csv,d4a3052c3994d821c41fe8b07921d5ee5f6114a42d9f94516b305547184c5868
M1,1835086223,225,extinction,True,2,19,0,218,drift_map_run_a3_M1_1835086223_steps_attempt1.csv,fb134969917320eddf48672e5f6c8d2d48399e49d6c615ea8ecc9331a1629168
M1,1835086224,300,step_limit,False,2,34,0,288,drift_map_run_a3_M1_1835086224_steps_attempt1.csv,5ed1af1eeaab853a5c8198d2c066c7ad91c432bcbd7b7c114e0b3b2173809f03
M1,1835086225,273,extinction,True,2,118,0,218,drift_map_run_a3_M1_1835086225_steps_attempt1.csv,9971dad77ee714dc1428971661443c240b9e2b9005ed554961012605e326ddd2
M1,1835086226,234,extinction,True,2,31,0,223,drift_map_run_a3_M1_1835086226_steps_attempt1.csv,8ae34199bec98aa27dbfd52dce408b7e6ac25404409486dd1dfb5291865cc2e8
M1,1835086227,284,extinction,True,2,49,0,267,drift_map_run_a3_M1_1835086227_steps_attempt1.csv,aab146db2818e9e3f7c5a4b056a0e5711fd12e81e4d4aef10c6df0aa7c939e38
M1,1835086228,261,extinction,True,2,0,0,null,drift_map_run_a3_M1_1835086228_steps_attempt1.csv,426affa16b69e32ccfb30b75c842523f36e8e26eed14c141d558d4a191151432
M1,1835086229,219,extinction,True,2,19,0,212,drift_map_run_a3_M1_1835086229_steps_attempt1.csv,fa22ebc4c41aa6f104d02088bdd57f0eef436ef96742ccb0107d69bfcb310f22
M1,1835086230,209,extinction,True,2,0,0,null,drift_map_run_a3_M1_1835086230_steps_attempt1.csv,afeae8859f8b068137a354cff95b34b771f142e7ec96f4738969aaca2e30bdaa
M1,1835086231,238,extinction,True,2,40,0,224,drift_map_run_a3_M1_1835086231_steps_attempt1.csv,604bcfedf20e963fa4dcc52e73c9783a073423330eca314e4b04afb572e87ac4
M1,1835086232,234,extinction,True,2,0,0,null,drift_map_run_a3_M1_1835086232_steps_attempt1.csv,5974824c17c5d26042f8eb55bbc3ae975ca9e04f590fd25e7778cbb9faf360ca
M1,1835086233,281,extinction,True,2,31,0,270,drift_map_run_a3_M1_1835086233_steps_attempt1.csv,bc18c33f5e83fce1a62154d0b082cc092cc3b7eb748920824e154f9d6a5a90bd
M1,1835086234,244,extinction,True,2,43,0,229,drift_map_run_a3_M1_1835086234_steps_attempt1.csv,6071a05e3518d77452ef04ff0b6b5a6dfd42ed0e742edeb3780b27082db746eb
M1,1835086235,220,extinction,True,2,7,0,217,drift_map_run_a3_M1_1835086235_steps_attempt1.csv,c5cce81607b85834229ce85c6657804ba6c71c0f3ab680f7a0527f05efa529c2
M1,1835086236,222,extinction,True,2,10,0,218,drift_map_run_a3_M1_1835086236_steps_attempt1.csv,08367e0261cdfd2cdefc851890ac66c01ded8f61bd21498427dadbc6caf394e3
M1,1835086237,242,extinction,True,2,76,0,216,drift_map_run_a3_M1_1835086237_steps_attempt1.csv,3a64f2f22c6fb57c1aeda282f393df4df653703baa03fd8ed9b404eb4bdda0ac
M1,1835086238,279,extinction,True,2,79,0,238,drift_map_run_a3_M1_1835086238_steps_attempt1.csv,14fcc72ddbed654d5b27bc0984d8ffcf56984950c829c4e7615786b553374661
M2,1835086199,190,extinction,True,2,19,0,183,drift_map_run_a3_M2_1835086199_steps_attempt1.csv,00b3042bdc4ccdd25ef36a8de24c375b5038de5c4851705b3b7e8394e7033cac
M2,1835086200,260,extinction,True,2,16,0,254,drift_map_run_a3_M2_1835086200_steps_attempt1.csv,8f5e5d6a96a6bd14e355787af46ba361516ad599e7a1c97001dbddc797f73913
M2,1835086201,181,extinction,True,2,46,0,165,drift_map_run_a3_M2_1835086201_steps_attempt1.csv,414a77c9d3663571a1f08a48041888ef2d7c3a542bfbf0bba618ed74f4110361
M2,1835086202,199,extinction,True,2,13,0,194,drift_map_run_a3_M2_1835086202_steps_attempt1.csv,ed4905fa97ac3a936d9b4346480ea514d4bb30fb727fc0d75041d28c3df984f6
M2,1835086203,175,extinction,True,2,31,0,164,drift_map_run_a3_M2_1835086203_steps_attempt1.csv,361ab16a276e37361fa09e51499d79aeaf71e8e519973ada8092388590dd22af
M2,1835086204,232,extinction,True,2,16,0,226,drift_map_run_a3_M2_1835086204_steps_attempt1.csv,96f2d8bfd132522c620a2d05f4c1c3121c786f4159a2d0396ae9c48d2bc1cd4b
M2,1835086205,229,extinction,True,2,109,0,192,drift_map_run_a3_M2_1835086205_steps_attempt1.csv,2f800739bba19991be4281b96a24f2558ef305b1f3d264009c807c2276896636
M2,1835086206,192,extinction,True,2,37,0,179,drift_map_run_a3_M2_1835086206_steps_attempt1.csv,9749b3cc21dfcea5be8d2871b269e08462388d1c2ab4ab3f19bb8b7f3202dd71
M2,1835086207,215,extinction,True,2,64,0,193,drift_map_run_a3_M2_1835086207_steps_attempt1.csv,56fce6f14c36cb2c79179d8ff68252833db2d0479099d34b850a9292266fabb8
M2,1835086208,225,extinction,True,2,124,0,181,drift_map_run_a3_M2_1835086208_steps_attempt1.csv,d8fc34ed5470b60c81fbd1b017bcc9ba940ebff3ff9ac571e5a05dc007827751
M2,1835086209,180,extinction,True,2,1,0,179,drift_map_run_a3_M2_1835086209_steps_attempt1.csv,b659ee58240856402c5d2de5135f0f8d1cd3f78f7171e97c72f2528bc9950828
M2,1835086210,185,extinction,True,2,19,0,178,drift_map_run_a3_M2_1835086210_steps_attempt1.csv,eedef326a2d54d9079c74d86f83a482e0647a9a544b585b28ad6d44e89b98dae
M2,1835086211,249,extinction,True,2,19,0,242,drift_map_run_a3_M2_1835086211_steps_attempt1.csv,9b8195f8f2d4a9490d6a9c8510987b4f80b2d5600ff7bec326732aa545d1e0f8
M2,1835086212,236,extinction,True,2,124,0,194,drift_map_run_a3_M2_1835086212_steps_attempt1.csv,a6565f9fa04f0c3bdabe2c6e844a87b46639ca38ff5d8c0c21861be433bc5d74
M2,1835086213,200,extinction,True,2,64,0,178,drift_map_run_a3_M2_1835086213_steps_attempt1.csv,5231afcf464584579d304f65fd4870add57b4c0a4b95dc0c21ca6319bdfc5d89
M2,1835086214,242,extinction,True,2,34,0,230,drift_map_run_a3_M2_1835086214_steps_attempt1.csv,a75807cdeff8adfe0a26e6082464efcb28b514ee1c18ffb45fee9a67b22f6642
M2,1835086215,247,extinction,True,2,40,0,233,drift_map_run_a3_M2_1835086215_steps_attempt1.csv,5dc724fa4cbe3f70324ab2fb3062bab83d84293c0098d1f6a9184785a59a3cee
M2,1835086216,190,extinction,True,2,13,0,185,drift_map_run_a3_M2_1835086216_steps_attempt1.csv,8496df08ef1354364cc6a3449ad0bb38b5c738857f0412beeb080fe663baf1d9
M2,1835086217,230,extinction,True,2,34,0,218,drift_map_run_a3_M2_1835086217_steps_attempt1.csv,103f399ca4ccaa0bc8933a8c5639c90936fd1644d3c93d01414dee2693ae2f36
M2,1835086218,229,extinction,True,2,31,0,210,drift_map_run_a3_M2_1835086218_steps_attempt1.csv,e87232e8c8e0704ea675f9dda536c629f91aec8855e9f59ff9de3659cc4a2f80
M2,1835086219,188,extinction,True,2,16,0,182,drift_map_run_a3_M2_1835086219_steps_attempt1.csv,767204540a520fd80e6482eeb19e0e8aa1feef7ea7965d57c15c18817007279e
M2,1835086220,209,extinction,True,2,28,0,199,drift_map_run_a3_M2_1835086220_steps_attempt1.csv,d799c70f14b43bef5dd85cd7b38592656bfce0ec6889e6d5c9ebcad99c07ad33
M2,1835086221,191,extinction,True,2,13,0,182,drift_map_run_a3_M2_1835086221_steps_attempt1.csv,160256426e4c8b9e8562b05975cddf81f635b16afd387f0ecd61383552c342c3
