seed,channel,alarm_count,any_alarm,completed_steps
1835086368,L,0,False,300
1835086369,entropy,0,False,300
1835086369,g,0,False,300
1835086369,L,0,False,300
1835086370,entropy,0,False,300
1835086370,g,0,False,300
1835086370,L,0,False,300
1835086371,entropy,0,False,300
1835086371,g,0,False,300
1835086371,L,0,False,300
1835086372,entropy,0,False,300
1835086372,g,0,False,300
1835086372,L,0,False,300
1835086373,entropy,0,False,300
1835086373,g,0,False,300
1835086373,L,0,False,300
1835086374,entropy,0,False,300
1835086374,g,0,False,300
1835086374,L,0,False,300
1835086375,entropy,0,False,300
1835086375,g,0,False,300
1835086375,L,0,False,300
1835086376,entropy,0,False,300
1835086376,g,0,False,300
1835086376,L,0,False,300
1835086377,entropy,0,False,300
1835086377,g,0,False,300
1835086377,L,0,False,300
1835086378,entropy,0,False,300
1835086378,g,0,False,300
1835086378,L,0,False,300
1835086379,entropy,0,False,300
1835086379,g,0,False,300
1835086379,L,0,False,300
1835086380,entropy,0,False,300
1835086380,g,0,False,300
1835086380,L,0,False,300
1835086381,entropy,0,False,300
1835086381,g,0,False,300
1835086381,L,0,False,300
1835086382,entropy,0,False,300
1835086382,g,0,False,300
1835086382,L,0,False,300
1835086383,entropy,0,False,300
1835086383,g,0,False,300
1835086383,L,0,False,300
1835086384,entropy,0,False,300
1835086384,g,0,False,300
1835086384,L,0,False,300
1835086385,entropy,0,False,300
1835086385,g,0,False,300
1835086385,L,0,False,300
1835086386,entropy,0,False,300
1835086386,g,0,False,300
1835086386,L,0,False,300
1835086387,entropy,0,False,300
1835086387,g,0,False,300
1835086387,L,0,False,300
1835086388,entropy,0,False,300
1835086388,g,0,False,300
1835086388,L,0,False,300
1835086389,entropy,0,False,300
1835086389,g,0,False,300
1835086389,L,0,False,300
1835086390,entropy,0,False,300
1835086390,g,1,True,300
1835086390,L,0,False,300
1835086391,entropy,0,False,300
1835086391,g,0,False,300
1835086391,L,0,False,300
1835086392,entropy,0,False,300
1835086392,g,0,False,300
1835086392,L,0,False,300
1835086393,entropy,0,False,300
1835086393,g,0,False,300
1835086393,L,0,False,300
1835086394,entropy,0,False,300
1835086394,g,0,False,300
1835086394,L,0,False,300
1835086395,entropy,0,False,300
1835086395,g,0,False,300
1835086395,L,0,False,300
1835086396,entropy,0,False,300
1835086396,g,0,False,300
1835086396,L,0,False,300
1835086397,entropy,0,False,300
1835086397,g,0,False,300
1835086397,L,0,False,300
1835086398,entropy,0,False,300
1835086398,g,0,False,300
1835086398,L,0,False,300
1835086399,entropy,0,False,300
1835086399,g,0,False,300
1835086399,L,0,False,300
1835086400,entropy,0,False,300
1835086400,g,0,False,300
1835086400,L,0,False,300
1835086401,entropy,0,False,300
1835086401,g,0,False,300
1835086401,L,0,False,300
1835086402,entropy,0,False,300
1835086402,g,0,False,300
1835086402,L,0,False,300
1835086403,entropy,0,False,300
1835086403,g,0,False,300
1835086403,L,0,False,300
1835086404,entropy,0,False,300
1835086404,g,0,False,300
1835086404,L,0,False,300
1835086405,entropy,0,False,300
1835086405,g,0,False,300
1835086405,L,0,False,300
1835086406,entropy,0,False,300
1835086406,g,0,False,300
1835086406,L,1,True,300
1835086407,entropy,0,False,300
1835086407,g,0,False,300
1835086407,L,1,True,300
1835086408,entropy,0,False,300
1835086408,g,0,False,300
1835086408,L,1,True,300
1835086409,entropy,0,False,300
1835086409,g,0,False,300
1835086409,L,0,False,300
1835086410,entropy,0,False,300
1835086410,g,0,False,300
1835086410,L,0,False,300
1835086411,entropy,0,False,300
1835086411,g,0,False,300
1835086411,L,0,False,300
1835086412,entropy,0,False,300
1835086412,g,0,False,300
1835086412,L,0,False,300
1835086413,entropy,1,True,300
1835086413,g,0,False,300
1835086413,L,1,True,300
1835086414,entropy,0,False,300
1835086414,g,0,False,300
1835086414,L,0,False,300
1835086415,entropy,0,False,300
1835086415,g,0,False,300
1835086415,L,0,False,300
1835086416,entropy,0,False,300
1835086416,g,0,False,300
1835086416,L,0,False,300
1835086417,entropy,0,False,300
1835086417,g,0,False,300
1835086417,L,0,False,300
1835086418,entropy,0,False,300
1835086418,g,0,False,300
1835086418,L,0,False,300
1835086419,entropy,0,False,300
1835086419,g,0,False,300
1835086419,L,0,False,300
