arm,defense_arm,seed,steps_completed,last_completed_step,end_reason,final_population,g_steps,population_step_149,population_step_160,shock_loss,resilience_stock_step_49,resilience_stock_step_149,depletion_step,no_alarm_before_150,VETO_entry_step,CONSENSUS_entry_step,held_action_attack_modified,audit_file,recorded_steps_equal_completed,elapsed_seconds,entropy_first_alarm_step,g_first_alarm_step,A_first_alarm_step,entropy_alarm_minus_depletion,g_alarm_minus_depletion,A_alarm_minus_depletion,imposed_resilience_audit
A3,OFF,1835087905,300,299,step_limit,197,35,336,181,155,0.3679115865794103,0.20000047135474164,150,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087905_audit_attempt1.json,True,704.8270568000153,155,152,151,5,2,1,defense_heldout_run_a3s_run_A3_OFF_1835087905_audit_attempt1.json
A3,OFF,1835087906,300,299,step_limit,255,31,324,162,162,0.41428057144828856,0.20000060151991567,76,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087906_audit_attempt1.json,True,709.1389091000019,153,151,66,77,75,-10,defense_heldout_run_a3s_run_A3_OFF_1835087906_audit_attempt1.json
A3,OFF,1835087907,300,299,step_limit,134,30,314,156,158,0.39341540630840544,0.20000054294805217,150,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087907_audit_attempt1.json,True,708.7410680999747,154,151,151,4,1,1,defense_heldout_run_a3s_run_A3_OFF_1835087907_audit_attempt1.json
A3,OFF,1835087908,300,299,step_limit,238,26,279,155,124,0.33448719411650835,0.2000003775271137,150,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087908_audit_attempt1.json,True,710.3279798000003,43,153,60,-107,3,-90,defense_heldout_run_a3s_run_A3_OFF_1835087908_audit_attempt1.json
A3,OFF,1835087909,300,299,step_limit,179,25,298,152,146,0.4724425048141562,0.2000007647897866,65,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087909_audit_attempt1.json,True,704.1927605000092,157,152,157,92,87,92,defense_heldout_run_a3s_run_A3_OFF_1835087909_audit_attempt1.json
A3,OFF,1835087910,300,299,step_limit,215,26,340,173,167,0.4675148854026501,0.20000075095716896,66,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087910_audit_attempt1.json,True,710.6818351999973,155,152,82,89,86,16,defense_heldout_run_a3s_run_A3_OFF_1835087910_audit_attempt1.json
A3,OFF,1835087911,300,299,step_limit,271,23,276,155,121,0.3679188578894257,0.2000004713751534,150,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087911_audit_attempt1.json,True,707.336416199978,153,153,153,3,3,3,defense_heldout_run_a3s_run_A3_OFF_1835087911_audit_attempt1.json
A3,OFF,1835087912,300,299,step_limit,212,23,332,191,141,0.3667404697146663,0.20000046806722888,150,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087912_audit_attempt1.json,True,710.2951663999993,153,152,146,3,2,-4,defense_heldout_run_a3s_run_A3_OFF_1835087912_audit_attempt1.json
A3,OFF,1835087913,300,299,step_limit,241,28,299,169,130,0.39228988111381924,0.2000005397885225,150,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087913_audit_attempt1.json,True,716.579874099989,154,151,140,4,1,-10,defense_heldout_run_a3s_run_A3_OFF_1835087913_audit_attempt1.json
A3,OFF,1835087914,300,299,step_limit,222,34,313,160,153,0.4672843666500764,0.2000007503100659,66,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087914_audit_attempt1.json,True,714.380765400012,158,152,156,92,86,90,defense_heldout_run_a3s_run_A3_OFF_1835087914_audit_attempt1.json
A3,OFF,1835087915,300,299,step_limit,190,27,293,143,150,0.43158964615806344,0.20000065010926318,71,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087915_audit_attempt1.json,True,714.5246555000194,154,152,153,83,81,82,defense_heldout_run_a3s_run_A3_OFF_1835087915_audit_attempt1.json
A3,OFF,1835087916,300,299,step_limit,248,36,320,160,160,0.4044433267208284,0.20000057390519269,85,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087916_audit_attempt1.json,True,706.2552903000033,156,153,85,71,68,0,defense_heldout_run_a3s_run_A3_OFF_1835087916_audit_attempt1.json
A3,OFF,1835087917,300,299,step_limit,255,33,340,167,173,0.3738665398235828,0.20000048807125007,150,True,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087917_audit_attempt1.json,True,712.3041573999799,156,153,167,6,3,17,defense_heldout_run_a3s_run_A3_OFF_1835087917_audit_attempt1.json
A3,OFF,1835087918,300,299,step_limit,280,33,305,164,141,0.44883352910899965,0.200000698515607,68,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087918_audit_attempt1.json,True,707.9054502000217,154,153,66,86,85,-2,defense_heldout_run_a3s_run_A3_OFF_1835087918_audit_attempt1.json
A3,OFF,1835087919,300,299,step_limit,222,30,324,163,161,0.3623335523558853,0.2000004556963054,150,False,null,null,False,defense_heldout_run_a3s_run_A3_OFF_1835087919_audit_attempt1.json,True,703.3576224999852,155,151,146,5,1,-4,defense_heldout_run_a3s_run_A3_OFF_1835087919_audit_attempt1.json
C,GRADED,1835087900,300,299,step_limit,231,21,304,180,124,0.3874634203486307,0.40342760010715445,150,True,152,153,False,defense_heldout_run_a3s_run_C_GRADED_1835087900_audit_attempt1.json,True,709.1281253000197,152,152,153,2,2,3,defense_heldout_run_a3s_run_C_GRADED_1835087900_audit_attempt1.json
C,GRADED,1835087901,300,299,step_limit,286,21,331,229,102,0.38564979642285585,0.4779429825265029,150,True,155,204,False,defense_heldout_run_a3s_run_C_GRADED_1835087901_audit_attempt1.json,True,735.1587258999934,204,155,155,54,5,5,defense_heldout_run_a3s_run_C_GRADED_1835087901_audit_attempt1.json
C,GRADED,1835087902,300,299,step_limit,268,20,321,214,107,0.5057023199226452,0.3865472133607857,71,False,58,73,False,defense_heldout_run_a3s_run_C_GRADED_1835087902_audit_attempt1.json,True,705.2370045999996,73,155,58,2,84,-13,defense_heldout_run_a3s_run_C_GRADED_1835087902_audit_attempt1.json
C,GRADED,1835087903,300,299,step_limit,301,17,361,255,106,0.36926340217537623,0.4383906604271658,150,True,152,154,False,defense_heldout_run_a3s_run_C_GRADED_1835087903_audit_attempt1.json,True,712.4033807999804,null,156,152,null,6,2,defense_heldout_run_a3s_run_C_GRADED_1835087903_audit_attempt1.json
C,GRADED,1835087904,300,299,step_limit,317,17,274,188,86,0.3666888455701755,0.3886905537575124,150,True,155,161,False,defense_heldout_run_a3s_run_C_GRADED_1835087904_audit_attempt1.json,True,708.4250622999971,161,155,null,11,5,null,defense_heldout_run_a3s_run_C_GRADED_1835087904_audit_attempt1.json
C,GRADED,1835087905,300,299,step_limit,305,23,336,230,106,0.3679115865794103,0.41928446453152596,150,True,153,155,False,defense_heldout_run_a3s_run_C_GRADED_1835087905_audit_attempt1.json,True,704.7649000000092,null,155,153,null,5,3,defense_heldout_run_a3s_run_C_GRADED_1835087905_audit_attempt1.json
C,GRADED,1835087906,300,299,step_limit,277,25,324,208,116,0.41428057144828856,0.45703297609446475,150,True,151,158,False,defense_heldout_run_a3s_run_C_GRADED_1835087906_audit_attempt1.json,True,706.114141900005,182,151,null,32,1,null,defense_heldout_run_a3s_run_C_GRADED_1835087906_audit_attempt1.json
C,GRADED,1835087907,300,299,step_limit,230,17,277,193,84,0.39341540630840544,0.40380602229331525,150,True,155,158,False,defense_heldout_run_a3s_run_C_GRADED_1835087907_audit_attempt1.json,True,702.2677075000247,168,155,155,18,5,5,defense_heldout_run_a3s_run_C_GRADED_1835087907_audit_attempt1.json
C,GRADED,1835087908,300,299,step_limit,268,21,257,184,73,0.35875482109226653,0.3865556227153737,150,False,43,56,False,defense_heldout_run_a3s_run_C_GRADED_1835087908_audit_attempt1.json,True,705.7644785000011,43,156,null,-107,6,null,defense_heldout_run_a3s_run_C_GRADED_1835087908_audit_attempt1.json
C,GRADED,1835087909,300,299,step_limit,223,20,298,178,120,0.4724425048141562,0.3723588218570021,150,True,154,155,False,defense_heldout_run_a3s_run_C_GRADED_1835087909_audit_attempt1.json,True,704.2640146999911,166,154,155,16,4,5,defense_heldout_run_a3s_run_C_GRADED_1835087909_audit_attempt1.json
C,GRADED,1835087910,300,299,step_limit,232,22,322,194,128,0.4675148854026501,0.3823209065970265,150,True,152,153,False,defense_heldout_run_a3s_run_C_GRADED_1835087910_audit_attempt1.json,True,710.5551192999992,155,153,152,5,3,2,defense_heldout_run_a3s_run_C_GRADED_1835087910_audit_attempt1.json
C,GRADED,1835087911,300,299,step_limit,313,16,276,185,91,0.3679188578894257,0.46636337644472553,150,True,157,159,False,defense_heldout_run_a3s_run_C_GRADED_1835087911_audit_attempt1.json,True,709.0993462000042,159,157,null,9,7,null,defense_heldout_run_a3s_run_C_GRADED_1835087911_audit_attempt1.json
C,GRADED,1835087912,300,299,step_limit,301,19,332,214,118,0.3667404697146663,0.37884114118728235,150,True,154,156,False,defense_heldout_run_a3s_run_C_GRADED_1835087912_audit_attempt1.json,True,705.1044233000139,169,154,156,19,4,6,defense_heldout_run_a3s_run_C_GRADED_1835087912_audit_attempt1.json
C,GRADED,1835087913,300,299,step_limit,326,27,308,177,131,0.39228988111381924,0.40494110420809964,150,True,151,155,False,defense_heldout_run_a3s_run_C_GRADED_1835087913_audit_attempt1.json,True,710.5479290999938,158,151,null,8,1,null,defense_heldout_run_a3s_run_C_GRADED_1835087913_audit_attempt1.json
C,GRADED,1835087914,300,299,step_limit,244,12,313,214,99,0.4672843666500764,0.5256818445099114,150,True,154,197,False,defense_heldout_run_a3s_run_C_GRADED_1835087914_audit_attempt1.json,True,702.7068108000094,197,154,null,47,4,null,defense_heldout_run_a3s_run_C_GRADED_1835087914_audit_attempt1.json
C,GRADED,1835087915,300,299,step_limit,302,20,269,169,100,0.43158964615806344,0.37261641959002123,150,True,154,156,False,defense_heldout_run_a3s_run_C_GRADED_1835087915_audit_attempt1.json,True,704.4046209999942,156,154,null,6,4,null,defense_heldout_run_a3s_run_C_GRADED_1835087915_audit_attempt1.json
C,GRADED,1835087916,300,299,step_limit,237,17,310,211,99,0.4044433267208284,0.3447453953962006,150,True,154,177,False,defense_heldout_run_a3s_run_C_GRADED_1835087916_audit_attempt1.json,True,705.1899628000101,177,154,null,27,4,null,defense_heldout_run_a3s_run_C_GRADED_1835087916_audit_attempt1.json
C,GRADED,1835087917,300,299,step_limit,170,20,340,206,134,0.3738665398235828,0.3896844300819658,150,True,154,156,False,defense_heldout_run_a3s_run_C_GRADED_1835087917_audit_attempt1.json,True,703.6027792000095,156,154,null,6,4,null,defense_heldout_run_a3s_run_C_GRADED_1835087917_audit_attempt1.json
C,GRADED,1835087918,300,299,step_limit,246,22,305,179,126,0.44883352910899965,0.34502500285633136,150,True,155,164,False,defense_heldout_run_a3s_run_C_GRADED_1835087918_audit_attempt1.json,True,717.6412552999973,164,155,null,14,5,null,defense_heldout_run_a3s_run_C_GRADED_1835087918_audit_attempt1.json
C,GRADED,1835087919,300,299,step_limit,355,22,324,205,119,0.3623335523558853,0.37671614349735394,150,True,152,157,False,defense_heldout_run_a3s_run_C_GRADED_1835087919_audit_attempt1.json,True,711.3641904999968,157,152,null,7,2,null,defense_heldout_run_a3s_run_C_GRADED_1835087919_audit_attempt1.json
C,OFF,1835087900,300,299,step_limit,273,24,304,188,116,0.3874634203486307,0.40342760010715445,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087900_audit_attempt1.json,True,711.6076879999891,152,152,153,2,2,3,defense_heldout_run_a3s_run_C_OFF_1835087900_audit_attempt1.json
C,OFF,1835087901,300,299,step_limit,284,23,331,230,101,0.38564979642285585,0.4779429825265029,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087901_audit_attempt1.json,True,715.9125987000007,173,155,155,23,5,5,defense_heldout_run_a3s_run_C_OFF_1835087901_audit_attempt1.json
C,OFF,1835087902,300,299,step_limit,303,27,348,231,117,0.5057023199226452,0.361174548051167,150,False,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087902_audit_attempt1.json,True,708.0397432000027,166,154,58,16,4,-92,defense_heldout_run_a3s_run_C_OFF_1835087902_audit_attempt1.json
C,OFF,1835087903,300,299,step_limit,276,27,361,255,106,0.36926340217537623,0.4383906604271658,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087903_audit_attempt1.json,True,716.5942031000159,null,155,152,null,5,2,defense_heldout_run_a3s_run_C_OFF_1835087903_audit_attempt1.json
C,OFF,1835087904,300,299,step_limit,329,26,274,188,86,0.3666888455701755,0.3886905537575124,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087904_audit_attempt1.json,True,717.2039709000092,160,155,157,10,5,7,defense_heldout_run_a3s_run_C_OFF_1835087904_audit_attempt1.json
C,OFF,1835087905,300,299,step_limit,335,24,336,230,106,0.3679115865794103,0.41928446453152596,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087905_audit_attempt1.json,True,711.5516670999932,166,155,153,16,5,3,defense_heldout_run_a3s_run_C_OFF_1835087905_audit_attempt1.json
C,OFF,1835087906,300,299,step_limit,255,28,324,226,98,0.41428057144828856,0.45703297609446475,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087906_audit_attempt1.json,True,708.2713912999898,174,151,153,24,1,3,defense_heldout_run_a3s_run_C_OFF_1835087906_audit_attempt1.json
C,OFF,1835087907,300,299,step_limit,183,25,277,184,93,0.39341540630840544,0.40380602229331525,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087907_audit_attempt1.json,True,709.982797500008,161,155,155,11,5,5,defense_heldout_run_a3s_run_C_OFF_1835087907_audit_attempt1.json
C,OFF,1835087908,300,299,step_limit,272,23,279,190,89,0.33448719411650835,0.39341473794831583,150,False,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087908_audit_attempt1.json,True,721.4564571999945,43,155,null,-107,5,null,defense_heldout_run_a3s_run_C_OFF_1835087908_audit_attempt1.json
C,OFF,1835087909,300,299,step_limit,257,25,298,178,120,0.4724425048141562,0.3723588218570021,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087909_audit_attempt1.json,True,711.2577431999962,166,154,155,16,4,5,defense_heldout_run_a3s_run_C_OFF_1835087909_audit_attempt1.json
C,OFF,1835087910,300,299,step_limit,250,24,322,194,128,0.4675148854026501,0.3823209065970265,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087910_audit_attempt1.json,True,711.5735607999959,158,153,152,8,3,2,defense_heldout_run_a3s_run_C_OFF_1835087910_audit_attempt1.json
C,OFF,1835087911,300,299,step_limit,312,22,276,185,91,0.3679188578894257,0.46636337644472553,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087911_audit_attempt1.json,True,713.9668981000141,164,157,null,14,7,null,defense_heldout_run_a3s_run_C_OFF_1835087911_audit_attempt1.json
C,OFF,1835087912,300,299,step_limit,351,18,332,214,118,0.3667404697146663,0.37884114118728235,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087912_audit_attempt1.json,True,712.751872199995,172,154,null,22,4,null,defense_heldout_run_a3s_run_C_OFF_1835087912_audit_attempt1.json
C,OFF,1835087913,300,299,step_limit,316,46,308,177,131,0.39228988111381924,0.40494110420809964,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087913_audit_attempt1.json,True,699.8187572000024,156,151,159,6,1,9,defense_heldout_run_a3s_run_C_OFF_1835087913_audit_attempt1.json
C,OFF,1835087914,300,299,step_limit,391,27,313,222,91,0.4672843666500764,0.5256818445099114,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087914_audit_attempt1.json,True,717.3171659999934,174,154,null,24,4,null,defense_heldout_run_a3s_run_C_OFF_1835087914_audit_attempt1.json
C,OFF,1835087915,300,299,step_limit,310,24,269,168,101,0.43158964615806344,0.37261641959002123,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087915_audit_attempt1.json,True,458.9909946999978,157,154,null,7,4,null,defense_heldout_run_a3s_run_C_OFF_1835087915_audit_attempt1.json
C,OFF,1835087916,300,299,step_limit,257,30,310,211,99,0.4044433267208284,0.3447453953962006,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087916_audit_attempt1.json,True,464.5739723999868,164,154,null,14,4,null,defense_heldout_run_a3s_run_C_OFF_1835087916_audit_attempt1.json
C,OFF,1835087917,300,299,step_limit,195,30,340,206,134,0.3738665398235828,0.3896844300819658,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087917_audit_attempt1.json,True,454.9849346000119,157,154,null,7,4,null,defense_heldout_run_a3s_run_C_OFF_1835087917_audit_attempt1.json
C,OFF,1835087918,300,299,step_limit,302,35,305,179,126,0.44883352910899965,0.34502500285633136,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087918_audit_attempt1.json,True,456.64009400000214,160,155,null,10,5,null,defense_heldout_run_a3s_run_C_OFF_1835087918_audit_attempt1.json
C,OFF,1835087919,300,299,step_limit,268,25,324,205,119,0.3623335523558853,0.37671614349735394,150,True,null,null,False,defense_heldout_run_a3s_run_C_OFF_1835087919_audit_attempt1.json,True,450.0366223999881,165,152,157,15,2,7,defense_heldout_run_a3s_run_C_OFF_1835087919_audit_attempt1.json
