arm,seed,schema_version,vector,mode,machine,replicate,defense_active,steps_requested,steps_completed,n_candidates_v2,rollout_steps_v2,is_v2_mode,attack_attempted,action_modified,defense_fired,yield_manipulated,succession_blocked,contamination_occurred,integrity_tamper_attempted,attack_succeeded,survived,collapsed,extinct,final_population,yield_condition_met_count,yield_condition_blocked_count,yield_checks,honest_yield_opportunities,evaluated_yield_opportunities,ratified_yields,capture_rate,max_total_suppression,min_resilience_stock,final_u_sys_v2,elapsed_seconds,parameter_dependency_rate,parameter_capture_strength,parameter_rotation_interval,parameter_defense_mode,parameter_defense_active,end_reason,executor_elapsed_seconds
as_published,1835087210,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,440,1,0,250,1,1,1,0.0,0.656,0.30448613237937683,140.63582763022973,137.79604769998696,0.05,1.0,10,both,True,step_limit,137.9284604000277
as_published,1835087211,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,513,1,0,250,1,1,1,0.0,0.656,0.334707621640726,158.52639403110442,140.29560950002633,0.05,1.0,10,both,True,step_limit,140.43130880000535
as_published,1835087212,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,479,1,0,250,1,1,1,0.0,0.656,0.2984110732986791,160.70918438353885,139.92413950001355,0.05,1.0,10,both,True,step_limit,140.05608389998088
as_published,1835087213,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,506,1,0,250,1,1,1,0.0,0.614,0.30547351063402567,167.0639739491805,138.9818968999898,0.05,1.0,10,both,True,step_limit,139.11839249997865
as_published,1835087214,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,434,1,0,250,1,1,1,0.0,0.656,0.3132075436201346,143.72265187315466,137.4118860999588,0.05,1.0,10,both,True,step_limit,137.5524207999697
as_published,1835087215,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,457,1,0,250,1,1,1,0.0,0.656,0.330194439030055,146.24549807522527,137.31177719996776,0.05,1.0,10,both,True,step_limit,137.43154109996976
as_published,1835087216,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,460,1,0,250,1,1,1,0.0,0.656,0.3099521192389805,147.51873274512718,137.7116335000028,0.05,1.0,10,both,True,step_limit,137.8093767000246
as_published,1835087217,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,482,1,0,250,1,1,1,0.0,0.656,0.2941001635457692,161.9897603685095,136.45441150001716,0.05,1.0,10,both,True,step_limit,136.56648139999015
as_published,1835087218,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,431,1,0,250,1,1,1,0.0,0.656,0.31919235957801595,137.12679546239093,138.50182460003998,0.05,1.0,10,both,True,step_limit,138.62094429996796
as_published,1835087219,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,484,1,0,250,1,1,1,0.0,0.656,0.29289663073279015,162.93210477639929,137.14860020001652,0.05,1.0,10,both,True,step_limit,137.28035949997138
as_published,1835087220,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,478,1,0,250,1,1,1,0.0,0.656,0.296718605162585,152.07520122714135,138.89458309998736,0.05,1.0,10,both,True,step_limit,139.0199016999686
as_published,1835087221,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,448,1,0,250,1,1,1,0.0,0.656,0.3283816350823496,154.0901509918355,136.38197230000515,0.05,1.0,10,both,True,step_limit,136.5060761999921
as_published,1835087222,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,497,1,0,250,1,1,1,0.0,0.656,0.32387771811385707,167.06942336715576,137.35324279998895,0.05,1.0,10,both,True,step_limit,137.48228779999772
as_published,1835087223,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,478,1,0,250,1,1,1,0.0,0.656,0.2938523935768216,159.20776740489472,138.83888890000526,0.05,1.0,10,both,True,step_limit,138.96778399997856
as_published,1835087224,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,446,1,0,250,1,1,1,0.0,0.656,0.31213741230031905,150.93760348221855,137.46542369999224,0.05,1.0,10,both,True,step_limit,137.5959598000045
as_published,1835087225,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,457,1,0,250,1,1,1,0.0,0.656,0.28850206250903404,149.68018639825854,137.78768259997014,0.05,1.0,10,both,True,step_limit,137.9045657000388
as_published,1835087226,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,485,1,0,250,1,1,1,0.0,0.656,0.31849511740265435,144.54911721127678,137.9234001999721,0.05,1.0,10,both,True,step_limit,138.02973220002605
as_published,1835087227,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,459,1,0,250,1,1,1,0.0,0.656,0.3478494985504179,150.41574452209798,139.11709650000557,0.05,1.0,10,both,True,step_limit,139.2230300999945
as_published,1835087228,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,466,1,0,250,1,1,1,0.0,0.656,0.29102299587789915,150.84529032524205,136.90384009998525,0.05,1.0,10,both,True,step_limit,137.01724519999698
as_published,1835087229,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,463,1,0,250,1,1,1,0.0,0.656,0.3196171765654078,144.5917045662296,136.6262498999713,0.05,1.0,10,both,True,step_limit,136.74034550000215
as_published,1835087230,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,480,1,0,250,1,1,1,0.0,0.656,0.3102764693815286,158.67986625232638,140.10442290001083,0.05,1.0,10,both,True,step_limit,140.20863159996225
as_published,1835087231,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,457,3,2,250,3,3,1,0.6666666666666666,0.656,0.29516275582291596,153.58011694343656,137.29221889999462,0.05,1.0,10,both,True,step_limit,137.41348920000019
as_published,1835087232,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,508,1,0,250,1,1,1,0.0,0.656,0.2831635211926327,166.0872094599802,138.99789749999763,0.05,1.0,10,both,True,step_limit,139.12041219999082
as_published,1835087233,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,560,1,0,250,1,1,1,0.0,0.6240000000000001,0.30111074728322573,185.39496555550681,140.2002539000241,0.05,1.0,10,both,True,step_limit,140.3189401999698
as_published,1835087234,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,483,1,0,250,1,1,1,0.0,0.656,0.29849529238858374,152.3632973333946,138.52015490003396,0.05,1.0,10,both,True,step_limit,138.64428379997844
as_published,1835087235,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,401,1,0,250,1,1,1,0.0,0.656,0.3123041449681277,131.75477596485172,140.0262298999587,0.05,1.0,10,both,True,step_limit,140.15206699998816
as_published,1835087236,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,466,1,0,250,1,1,1,0.0,0.656,0.2991906195912765,155.9870345173111,137.8453284999705,0.05,1.0,10,both,True,step_limit,137.96752269996796
as_published,1835087237,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,509,1,0,250,1,1,1,0.0,0.656,0.2949155572460045,160.48712867103913,139.03078209998785,0.05,1.0,10,both,True,step_limit,139.15826299996115
as_published,1835087238,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,460,1,0,250,1,1,1,0.0,0.656,0.2789892100996443,153.5977093405842,138.339899100014,0.05,1.0,10,both,True,step_limit,138.4652775999857
as_published,1835087239,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,543,1,0,250,1,1,1,0.0,0.656,0.3026609106479603,173.84270744062331,138.32345379999606,0.05,1.0,10,both,True,step_limit,138.433334500005
as_published,1835087240,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,517,1,0,250,1,1,1,0.0,0.656,0.28911868262710594,174.75409861960688,138.0950715999934,0.05,1.0,10,both,True,step_limit,138.20660500001395
as_published,1835087241,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,519,1,0,250,1,1,1,0.0,0.656,0.32106288446237763,169.1206621525901,139.44973970000865,0.05,1.0,10,both,True,step_limit,139.57231200003298
as_published,1835087242,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,421,1,0,250,1,1,1,0.0,0.6240000000000001,0.29235711754997934,138.34761927933715,138.32470560004003,0.05,1.0,10,both,True,step_limit,138.43788199999835
as_published,1835087243,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,461,1,0,250,1,1,1,0.0,0.656,0.32972556430121985,146.49856303129974,139.17696070001693,0.05,1.0,10,both,True,step_limit,139.28714630001923
as_published,1835087244,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,483,1,0,250,1,1,1,0.0,0.656,0.31119211833493216,157.4025092399811,139.2844263999723,0.05,1.0,10,both,True,step_limit,139.39646750001702
as_published,1835087245,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,445,2,1,250,2,2,1,0.5,0.656,0.29177211450897605,147.22463574623333,145.00412260001758,0.05,1.0,10,both,True,step_limit,145.0936573999934
as_published,1835087246,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,439,2,1,250,2,2,1,0.5,0.656,0.3190746002737228,147.2545839586442,142.0873922999599,0.05,1.0,10,both,True,step_limit,142.20108529995196
as_published,1835087247,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,534,1,0,250,1,1,1,0.0,0.656,0.3408122556767558,164.36517408286937,142.94465730001684,0.05,1.0,10,both,True,step_limit,143.02912809996633
as_published,1835087248,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,517,1,0,250,1,1,1,0.0,0.656,0.3083736273913431,165.26591931784208,143.80430339998566,0.05,1.0,10,both,True,step_limit,143.88998680002987
as_published,1835087249,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,464,1,0,250,1,1,1,0.0,0.656,0.29940714180803896,150.40180329938568,143.9104961999692,0.05,1.0,10,both,True,step_limit,144.03096519998508
as_published,1835087250,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,488,1,0,250,1,1,1,0.0,0.656,0.29480886485626767,158.38006025406114,141.61063619999913,0.05,1.0,10,both,True,step_limit,141.74543539999286
as_published,1835087251,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,466,1,0,250,1,1,1,0.0,0.656,0.29125040796516594,158.87486398017148,142.41667260002578,0.05,1.0,10,both,True,step_limit,142.55439260002458
as_published,1835087252,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,431,1,0,250,1,1,1,0.0,0.656,0.32722081305075795,140.1392859216013,142.8809767999919,0.05,1.0,10,both,True,step_limit,143.02775499998825
as_published,1835087253,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,506,1,0,250,1,1,1,0.0,0.656,0.30261057325358853,164.02717131751191,148.9264119999716,0.05,1.0,10,both,True,step_limit,149.07288250001147
as_published,1835087254,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,471,1,0,250,1,1,1,0.0,0.656,0.2926878863070146,161.50601970050596,143.53138770000078,0.05,1.0,10,both,True,step_limit,143.66553349996684
as_published,1835087255,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,461,1,0,250,1,1,1,0.0,0.6240000000000001,0.29261978353472423,153.6863401912984,142.8412900000112,0.05,1.0,10,both,True,step_limit,142.98083050001878
as_published,1835087256,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,509,1,0,250,1,1,1,0.0,0.656,0.3067970707005354,165.59137348133083,143.25435339997057,0.05,1.0,10,both,True,step_limit,143.38436189998174
as_published,1835087257,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,430,1,0,250,1,1,1,0.0,0.656,0.3124692337856538,145.66886871115017,142.14566929999273,0.05,1.0,10,both,True,step_limit,142.26378719997592
as_published,1835087258,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,428,1,0,250,1,1,1,0.0,0.656,0.31001914949777987,149.6692772075552,143.00252320000436,0.05,1.0,10,both,True,step_limit,143.11670709995087
as_published,1835087259,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,509,1,0,250,1,1,1,0.0,0.656,0.30190688299147844,173.57303896282158,142.7484581999597,0.05,1.0,10,both,True,step_limit,142.85325089999242
as_published,1835087260,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,406,1,0,250,1,1,1,0.0,0.656,0.32577160398578303,129.43028595347275,140.12368970003445,0.05,1.0,10,both,True,step_limit,140.24099419999402
as_published,1835087261,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,432,1,0,250,1,1,1,0.0,0.656,0.2972751808081613,142.93949644343058,141.47235029999865,0.05,1.0,10,both,True,step_limit,141.5826848000288
as_published,1835087262,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,458,1,0,250,1,1,1,0.0,0.656,0.33979329196680264,150.6343253256887,140.1712705999962,0.05,1.0,10,both,True,step_limit,140.2473503999645
as_published,1835087263,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,458,1,0,250,1,1,1,0.0,0.656,0.3063406160703581,152.4146383921682,140.0619212000165,0.05,1.0,10,both,True,step_limit,140.16248990001623
as_published,1835087264,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,457,1,0,250,1,1,1,0.0,0.656,0.3163547663677058,141.50985685819134,141.33866570005193,0.05,1.0,10,both,True,step_limit,141.45464780001203
as_published,1835087265,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,406,1,0,250,1,1,1,0.0,0.656,0.2959994384009506,130.57759210040086,138.97808569995686,0.05,1.0,10,both,True,step_limit,139.07453500002157
as_published,1835087266,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,487,1,0,250,1,1,1,0.0,0.656,0.28947632371227133,155.61622495609967,140.8098367000348,0.05,1.0,10,both,True,step_limit,140.90968079998856
as_published,1835087267,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,419,1,0,250,1,1,1,0.0,0.656,0.28675537921531524,143.48114662806023,140.25072279997403,0.05,1.0,10,both,True,step_limit,140.35723099997267
as_published,1835087268,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,498,1,0,250,1,1,1,0.0,0.656,0.31408230019381483,158.5980913772101,138.68801110005006,0.05,1.0,10,both,True,step_limit,138.79481210000813
as_published,1835087269,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,442,1,0,250,1,1,1,0.0,0.656,0.3117305140072551,138.62340375298825,139.69422129995655,0.05,1.0,10,both,True,step_limit,139.80445380002493
as_published,1835087270,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,473,1,0,250,1,1,1,0.0,0.656,0.31981241438537933,152.20522218498942,140.40815900004236,0.05,1.0,10,both,True,step_limit,140.50208010000642
as_published,1835087271,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,480,1,0,250,1,1,1,0.0,0.656,0.2953367798387742,161.19367933474396,139.2702660000068,0.05,1.0,10,both,True,step_limit,139.35333060001722
as_published,1835087272,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,475,2,1,250,2,2,1,0.5,0.656,0.31368657502017855,149.92541504815728,139.75544439995429,0.05,1.0,10,both,True,step_limit,139.8338083999697
as_published,1835087273,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,450,1,0,250,1,1,1,0.0,0.656,0.3306324139804944,144.10853540602417,143.99377549998462,0.05,1.0,10,both,True,step_limit,144.09390040003927
as_published,1835087274,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,429,1,0,250,1,1,1,0.0,0.656,0.3145565485896322,141.4262227065383,142.34773810004117,0.05,1.0,10,both,True,step_limit,142.44854880002094
as_published,1835087275,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,441,2,1,250,2,2,1,0.5,0.656,0.28460637527344346,150.3087475529332,142.0725691000116,0.05,1.0,10,both,True,step_limit,142.16912740003318
as_published,1835087276,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,494,1,0,250,1,1,1,0.0,0.656,0.2924430162169874,155.7642316375655,143.98503460001666,0.05,1.0,10,both,True,step_limit,144.07409629999893
as_published,1835087277,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,370,2,1,250,2,2,1,0.5,0.6240000000000001,0.2744506730383127,118.89779742079418,141.64415890001692,0.05,1.0,10,both,True,step_limit,141.7472151000402
as_published,1835087278,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,459,1,0,250,1,1,1,0.0,0.656,0.3072839600456025,145.95104295186164,142.9922547999886,0.05,1.0,10,both,True,step_limit,143.09755860001314
as_published,1835087279,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,479,1,0,250,1,1,1,0.0,0.656,0.3019806794357543,154.27143737980606,141.81400850001955,0.05,1.0,10,both,True,step_limit,141.94006799999624
as_published,1835087280,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,467,1,0,250,1,1,1,0.0,0.656,0.2981887429560723,158.1673178952154,142.39913650002563,0.05,1.0,10,both,True,step_limit,142.5260452000075
as_published,1835087281,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,431,1,0,250,1,1,1,0.0,0.656,0.31486618974037334,137.1341560019128,143.31343290000223,0.05,1.0,10,both,True,step_limit,143.44295219995547
as_published,1835087282,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,True,False,False,True,True,False,False,431,2,1,250,2,2,1,0.5,0.656,0.3322568008813822,145.9515200739388,142.93338770000264,0.05,1.0,10,both,True,step_limit,143.0711689000018
as_published,1835087283,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,433,1,0,250,1,1,1,0.0,0.656,0.312684592640848,136.82294184183348,141.61748570000054,0.05,1.0,10,both,True,step_limit,141.74264940002467
as_published,1835087284,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,494,1,0,250,1,1,1,0.0,0.656,0.3206054267005714,164.33908800738453,141.73091599997133,0.05,1.0,10,both,True,step_limit,141.84559529996477
as_published,1835087285,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,455,1,0,250,1,1,1,0.0,0.656,0.2914538641445862,146.17538080185045,142.04761329997564,0.05,1.0,10,both,True,step_limit,142.1640119999647
as_published,1835087286,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,512,1,0,250,1,1,1,0.0,0.656,0.3275835178181891,170.12409361169853,142.1056340999785,0.05,1.0,10,both,True,step_limit,142.22236199997133
as_published,1835087287,attack-v2-row-v1,biological_veto_capture,full,YOTKOTEST,0,True,300,300,300,20,True,True,False,True,False,False,False,False,False,True,False,False,409,1,0,250,1,1,1,0.0,0.656,0.2974495793970131,135.49287107700815,141.3869859999977,0.05,1.0,10,both,True,step_limit,141.49800880003022
