job,arm,defense_arm,seed,steps_completed,end_reason,steps_ge_50_above_g_star,sustained_hazard,hazard_confirmation_step,veto_entry_step,consensus_entry_step,final_population,recorded_steps,heartbeat_count,raw_log,audit_file,defended_successor_commits_exploratory
H_OFF_1835087610,H,OFF,1835087610,300,step_limit,0,False,null,null,null,349,300,300,drift_defense_run_H_OFF_1835087610_steps_attempt1.csv,drift_defense_run_H_OFF_1835087610_audit_attempt1.json,0
H_OFF_1835087611,H,OFF,1835087611,300,step_limit,0,False,null,null,null,283,300,300,drift_defense_run_H_OFF_1835087611_steps_attempt1.csv,drift_defense_run_H_OFF_1835087611_audit_attempt1.json,0
H_OFF_1835087612,H,OFF,1835087612,300,step_limit,0,False,null,null,null,306,300,300,drift_defense_run_H_OFF_1835087612_steps_attempt1.csv,drift_defense_run_H_OFF_1835087612_audit_attempt1.json,0
H_OFF_1835087613,H,OFF,1835087613,300,step_limit,0,False,null,null,null,322,300,300,drift_defense_run_H_OFF_1835087613_steps_attempt1.csv,drift_defense_run_H_OFF_1835087613_audit_attempt1.json,0
H_OFF_1835087614,H,OFF,1835087614,300,step_limit,0,False,null,null,null,311,300,300,drift_defense_run_H_OFF_1835087614_steps_attempt1.csv,drift_defense_run_H_OFF_1835087614_audit_attempt1.json,0
H_OFF_1835087615,H,OFF,1835087615,300,step_limit,0,False,null,null,null,292,300,300,drift_defense_run_H_OFF_1835087615_steps_attempt1.csv,drift_defense_run_H_OFF_1835087615_audit_attempt1.json,0
H_OFF_1835087616,H,OFF,1835087616,300,step_limit,0,False,null,null,null,371,300,300,drift_defense_run_H_OFF_1835087616_steps_attempt1.csv,drift_defense_run_H_OFF_1835087616_audit_attempt1.json,0
H_OFF_1835087617,H,OFF,1835087617,300,step_limit,0,False,null,null,null,337,300,300,drift_defense_run_H_OFF_1835087617_steps_attempt1.csv,drift_defense_run_H_OFF_1835087617_audit_attempt1.json,0
H_OFF_1835087618,H,OFF,1835087618,300,step_limit,2,False,null,null,null,348,300,300,drift_defense_run_H_OFF_1835087618_steps_attempt1.csv,drift_defense_run_H_OFF_1835087618_audit_attempt1.json,0
H_OFF_1835087619,H,OFF,1835087619,300,step_limit,0,False,null,null,null,286,300,300,drift_defense_run_H_OFF_1835087619_steps_attempt1.csv,drift_defense_run_H_OFF_1835087619_audit_attempt1.json,0
H_VETO_1835087600,H,VETO,1835087600,300,step_limit,0,False,null,null,null,329,300,300,drift_defense_run_H_VETO_1835087600_steps_attempt1.csv,drift_defense_run_H_VETO_1835087600_audit_attempt1.json,0
H_VETO_1835087601,H,VETO,1835087601,300,step_limit,0,False,null,null,null,287,300,300,drift_defense_run_H_VETO_1835087601_steps_attempt1.csv,drift_defense_run_H_VETO_1835087601_audit_attempt1.json,0
H_VETO_1835087602,H,VETO,1835087602,300,step_limit,0,False,null,186,null,331,300,300,drift_defense_run_H_VETO_1835087602_steps_attempt1.csv,drift_defense_run_H_VETO_1835087602_audit_attempt1.json,0
H_VETO_1835087603,H,VETO,1835087603,300,step_limit,5,False,null,null,null,388,300,300,drift_defense_run_H_VETO_1835087603_steps_attempt1.csv,drift_defense_run_H_VETO_1835087603_audit_attempt1.json,0
H_VETO_1835087604,H,VETO,1835087604,300,step_limit,3,False,null,null,null,313,300,300,drift_defense_run_H_VETO_1835087604_steps_attempt1.csv,drift_defense_run_H_VETO_1835087604_audit_attempt1.json,0
H_VETO_1835087605,H,VETO,1835087605,300,step_limit,163,True,150,136,null,282,300,300,drift_defense_run_H_VETO_1835087605_steps_attempt1.csv,drift_defense_run_H_VETO_1835087605_audit_attempt1.json,0
H_VETO_1835087606,H,VETO,1835087606,300,step_limit,3,False,null,null,null,310,300,300,drift_defense_run_H_VETO_1835087606_steps_attempt1.csv,drift_defense_run_H_VETO_1835087606_audit_attempt1.json,0
H_VETO_1835087607,H,VETO,1835087607,300,step_limit,176,True,132,121,null,315,300,300,drift_defense_run_H_VETO_1835087607_steps_attempt1.csv,drift_defense_run_H_VETO_1835087607_audit_attempt1.json,0
H_VETO_1835087608,H,VETO,1835087608,300,step_limit,0,False,null,null,null,268,300,300,drift_defense_run_H_VETO_1835087608_steps_attempt1.csv,drift_defense_run_H_VETO_1835087608_audit_attempt1.json,0
H_VETO_1835087609,H,VETO,1835087609,300,step_limit,0,False,null,null,null,316,300,300,drift_defense_run_H_VETO_1835087609_steps_attempt1.csv,drift_defense_run_H_VETO_1835087609_audit_attempt1.json,0
H_VETO_1835087610,H,VETO,1835087610,300,step_limit,0,False,null,null,null,349,300,300,drift_defense_run_H_VETO_1835087610_steps_attempt1.csv,drift_defense_run_H_VETO_1835087610_audit_attempt1.json,0
H_VETO_1835087611,H,VETO,1835087611,300,step_limit,0,False,null,null,null,283,300,300,drift_defense_run_H_VETO_1835087611_steps_attempt1.csv,drift_defense_run_H_VETO_1835087611_audit_attempt1.json,0
H_VETO_1835087612,H,VETO,1835087612,300,step_limit,0,False,null,29,null,170,300,300,drift_defense_run_H_VETO_1835087612_steps_attempt1.csv,drift_defense_run_H_VETO_1835087612_audit_attempt1.json,0
H_VETO_1835087613,H,VETO,1835087613,300,step_limit,0,False,null,null,null,322,300,300,drift_defense_run_H_VETO_1835087613_steps_attempt1.csv,drift_defense_run_H_VETO_1835087613_audit_attempt1.json,0
H_VETO_1835087614,H,VETO,1835087614,300,step_limit,0,False,null,209,null,352,300,300,drift_defense_run_H_VETO_1835087614_steps_attempt1.csv,drift_defense_run_H_VETO_1835087614_audit_attempt1.json,0
H_VETO_1835087615,H,VETO,1835087615,300,step_limit,0,False,null,null,null,292,300,300,drift_defense_run_H_VETO_1835087615_steps_attempt1.csv,drift_defense_run_H_VETO_1835087615_audit_attempt1.json,0
H_VETO_1835087616,H,VETO,1835087616,300,step_limit,0,False,null,null,null,371,300,300,drift_defense_run_H_VETO_1835087616_steps_attempt1.csv,drift_defense_run_H_VETO_1835087616_audit_attempt1.json,0
H_VETO_1835087617,H,VETO,1835087617,300,step_limit,0,False,null,null,null,337,300,300,drift_defense_run_H_VETO_1835087617_steps_attempt1.csv,drift_defense_run_H_VETO_1835087617_audit_attempt1.json,0
H_VETO_1835087618,H,VETO,1835087618,300,step_limit,2,False,null,null,null,348,300,300,drift_defense_run_H_VETO_1835087618_steps_attempt1.csv,drift_defense_run_H_VETO_1835087618_audit_attempt1.json,0
H_VETO_1835087619,H,VETO,1835087619,300,step_limit,0,False,null,null,null,286,300,300,drift_defense_run_H_VETO_1835087619_steps_attempt1.csv,drift_defense_run_H_VETO_1835087619_audit_attempt1.json,0
H_GRADED_1835087600,H,GRADED,1835087600,300,step_limit,0,False,null,null,null,329,300,300,drift_defense_run_H_GRADED_1835087600_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087600_audit_attempt1.json,0
H_GRADED_1835087601,H,GRADED,1835087601,300,step_limit,0,False,null,null,null,287,300,300,drift_defense_run_H_GRADED_1835087601_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087601_audit_attempt1.json,0
H_GRADED_1835087602,H,GRADED,1835087602,300,step_limit,0,False,null,186,205,339,300,300,drift_defense_run_H_GRADED_1835087602_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087602_audit_attempt1.json,0
H_GRADED_1835087603,H,GRADED,1835087603,300,step_limit,5,False,null,null,null,388,300,300,drift_defense_run_H_GRADED_1835087603_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087603_audit_attempt1.json,0
H_GRADED_1835087604,H,GRADED,1835087604,300,step_limit,3,False,null,null,null,313,300,300,drift_defense_run_H_GRADED_1835087604_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087604_audit_attempt1.json,0
H_GRADED_1835087605,H,GRADED,1835087605,300,step_limit,14,True,150,136,148,304,300,300,drift_defense_run_H_GRADED_1835087605_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087605_audit_attempt1.json,0
H_GRADED_1835087606,H,GRADED,1835087606,300,step_limit,3,False,null,null,null,310,300,300,drift_defense_run_H_GRADED_1835087606_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087606_audit_attempt1.json,0
H_GRADED_1835087607,H,GRADED,1835087607,300,step_limit,17,True,132,121,132,310,300,300,drift_defense_run_H_GRADED_1835087607_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087607_audit_attempt1.json,0
H_GRADED_1835087608,H,GRADED,1835087608,300,step_limit,0,False,null,null,null,268,300,300,drift_defense_run_H_GRADED_1835087608_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087608_audit_attempt1.json,0
H_GRADED_1835087609,H,GRADED,1835087609,300,step_limit,0,False,null,null,null,316,300,300,drift_defense_run_H_GRADED_1835087609_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087609_audit_attempt1.json,0
H_GRADED_1835087610,H,GRADED,1835087610,300,step_limit,0,False,null,null,null,349,300,300,drift_defense_run_H_GRADED_1835087610_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087610_audit_attempt1.json,0
H_GRADED_1835087611,H,GRADED,1835087611,300,step_limit,0,False,null,null,null,283,300,300,drift_defense_run_H_GRADED_1835087611_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087611_audit_attempt1.json,0
H_GRADED_1835087612,H,GRADED,1835087612,300,step_limit,0,False,null,29,188,198,300,300,drift_defense_run_H_GRADED_1835087612_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087612_audit_attempt1.json,0
H_GRADED_1835087613,H,GRADED,1835087613,300,step_limit,0,False,null,null,null,322,300,300,drift_defense_run_H_GRADED_1835087613_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087613_audit_attempt1.json,0
H_GRADED_1835087614,H,GRADED,1835087614,300,step_limit,0,False,null,209,221,289,300,300,drift_defense_run_H_GRADED_1835087614_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087614_audit_attempt1.json,0
H_GRADED_1835087615,H,GRADED,1835087615,300,step_limit,0,False,null,null,null,292,300,300,drift_defense_run_H_GRADED_1835087615_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087615_audit_attempt1.json,0
H_GRADED_1835087616,H,GRADED,1835087616,300,step_limit,0,False,null,null,null,371,300,300,drift_defense_run_H_GRADED_1835087616_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087616_audit_attempt1.json,0
H_GRADED_1835087617,H,GRADED,1835087617,300,step_limit,0,False,null,null,null,337,300,300,drift_defense_run_H_GRADED_1835087617_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087617_audit_attempt1.json,0
H_GRADED_1835087618,H,GRADED,1835087618,300,step_limit,2,False,null,null,null,348,300,300,drift_defense_run_H_GRADED_1835087618_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087618_audit_attempt1.json,0
H_GRADED_1835087619,H,GRADED,1835087619,300,step_limit,0,False,null,null,null,286,300,300,drift_defense_run_H_GRADED_1835087619_steps_attempt1.csv,drift_defense_run_H_GRADED_1835087619_audit_attempt1.json,0
M1_OFF_1835087600,M1,OFF,1835087600,228,extinction,143,True,97,null,null,0,228,228,drift_defense_run_M1_OFF_1835087600_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087600_audit_attempt1.json,0
M1_OFF_1835087601,M1,OFF,1835087601,265,extinction,185,True,98,null,null,0,265,265,drift_defense_run_M1_OFF_1835087601_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087601_audit_attempt1.json,0
M1_OFF_1835087602,M1,OFF,1835087602,236,extinction,149,True,97,null,null,0,236,236,drift_defense_run_M1_OFF_1835087602_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087602_audit_attempt1.json,0
M1_OFF_1835087603,M1,OFF,1835087603,265,extinction,179,True,94,null,null,0,265,265,drift_defense_run_M1_OFF_1835087603_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087603_audit_attempt1.json,0
M1_OFF_1835087604,M1,OFF,1835087604,223,extinction,139,True,92,null,null,0,223,223,drift_defense_run_M1_OFF_1835087604_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087604_audit_attempt1.json,0
M1_OFF_1835087605,M1,OFF,1835087605,249,extinction,173,True,86,null,null,0,249,249,drift_defense_run_M1_OFF_1835087605_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087605_audit_attempt1.json,0
M1_OFF_1835087606,M1,OFF,1835087606,262,extinction,180,True,92,null,null,0,262,262,drift_defense_run_M1_OFF_1835087606_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087606_audit_attempt1.json,0
M1_OFF_1835087607,M1,OFF,1835087607,250,extinction,162,True,106,null,null,0,250,250,drift_defense_run_M1_OFF_1835087607_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087607_audit_attempt1.json,0
M1_OFF_1835087608,M1,OFF,1835087608,206,extinction,134,True,82,null,null,0,206,206,drift_defense_run_M1_OFF_1835087608_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087608_audit_attempt1.json,0
M1_OFF_1835087609,M1,OFF,1835087609,250,extinction,170,True,90,null,null,0,250,250,drift_defense_run_M1_OFF_1835087609_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087609_audit_attempt1.json,0
M1_OFF_1835087610,M1,OFF,1835087610,236,extinction,135,True,109,null,null,0,236,236,drift_defense_run_M1_OFF_1835087610_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087610_audit_attempt1.json,0
M1_OFF_1835087611,M1,OFF,1835087611,242,extinction,162,True,88,null,null,0,242,242,drift_defense_run_M1_OFF_1835087611_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087611_audit_attempt1.json,0
M1_OFF_1835087612,M1,OFF,1835087612,220,extinction,140,True,89,null,null,0,220,220,drift_defense_run_M1_OFF_1835087612_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087612_audit_attempt1.json,0
M1_OFF_1835087613,M1,OFF,1835087613,255,extinction,176,True,89,null,null,0,255,255,drift_defense_run_M1_OFF_1835087613_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087613_audit_attempt1.json,0
M1_OFF_1835087614,M1,OFF,1835087614,271,extinction,193,True,88,null,null,0,271,271,drift_defense_run_M1_OFF_1835087614_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087614_audit_attempt1.json,0
M1_OFF_1835087615,M1,OFF,1835087615,300,step_limit,214,True,103,null,null,1,300,300,drift_defense_run_M1_OFF_1835087615_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087615_audit_attempt1.json,0
M1_OFF_1835087616,M1,OFF,1835087616,249,extinction,154,True,103,null,null,0,249,249,drift_defense_run_M1_OFF_1835087616_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087616_audit_attempt1.json,0
M1_OFF_1835087617,M1,OFF,1835087617,260,extinction,178,True,96,null,null,0,260,260,drift_defense_run_M1_OFF_1835087617_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087617_audit_attempt1.json,0
M1_OFF_1835087618,M1,OFF,1835087618,236,extinction,140,True,105,null,null,0,236,236,drift_defense_run_M1_OFF_1835087618_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087618_audit_attempt1.json,0
M1_OFF_1835087619,M1,OFF,1835087619,291,extinction,210,True,101,null,null,0,291,291,drift_defense_run_M1_OFF_1835087619_steps_attempt1.csv,drift_defense_run_M1_OFF_1835087619_audit_attempt1.json,0
M1_VETO_1835087600,M1,VETO,1835087600,300,step_limit,1,False,null,74,null,155,300,300,drift_defense_run_M1_VETO_1835087600_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087600_audit_attempt1.json,0
M1_VETO_1835087601,M1,VETO,1835087601,300,step_limit,226,True,84,80,null,1,300,300,drift_defense_run_M1_VETO_1835087601_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087601_audit_attempt1.json,0
M1_VETO_1835087602,M1,VETO,1835087602,300,step_limit,187,True,97,61,null,343,300,300,drift_defense_run_M1_VETO_1835087602_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087602_audit_attempt1.json,0
M1_VETO_1835087603,M1,VETO,1835087603,300,step_limit,204,True,97,79,null,135,300,300,drift_defense_run_M1_VETO_1835087603_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087603_audit_attempt1.json,0
M1_VETO_1835087604,M1,VETO,1835087604,300,step_limit,179,True,128,76,null,284,300,300,drift_defense_run_M1_VETO_1835087604_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087604_audit_attempt1.json,0
M1_VETO_1835087605,M1,VETO,1835087605,300,step_limit,37,True,241,67,null,218,300,300,drift_defense_run_M1_VETO_1835087605_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087605_audit_attempt1.json,0
M1_VETO_1835087606,M1,VETO,1835087606,300,step_limit,0,False,null,70,null,206,300,300,drift_defense_run_M1_VETO_1835087606_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087606_audit_attempt1.json,0
M1_VETO_1835087607,M1,VETO,1835087607,300,step_limit,0,False,null,80,null,306,300,300,drift_defense_run_M1_VETO_1835087607_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087607_audit_attempt1.json,0
M1_VETO_1835087608,M1,VETO,1835087608,281,extinction,209,True,82,80,null,0,281,281,drift_defense_run_M1_VETO_1835087608_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087608_audit_attempt1.json,0
M1_VETO_1835087609,M1,VETO,1835087609,300,step_limit,227,True,81,73,null,229,300,300,drift_defense_run_M1_VETO_1835087609_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087609_audit_attempt1.json,0
M1_VETO_1835087610,M1,VETO,1835087610,300,step_limit,12,False,null,72,null,30,300,300,drift_defense_run_M1_VETO_1835087610_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087610_audit_attempt1.json,0
M1_VETO_1835087611,M1,VETO,1835087611,300,step_limit,3,False,null,67,null,320,300,300,drift_defense_run_M1_VETO_1835087611_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087611_audit_attempt1.json,0
M1_VETO_1835087612,M1,VETO,1835087612,300,step_limit,0,False,null,29,null,170,300,300,drift_defense_run_M1_VETO_1835087612_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087612_audit_attempt1.json,0
M1_VETO_1835087613,M1,VETO,1835087613,300,step_limit,222,True,86,75,null,179,300,300,drift_defense_run_M1_VETO_1835087613_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087613_audit_attempt1.json,0
M1_VETO_1835087614,M1,VETO,1835087614,300,step_limit,0,False,null,66,null,287,300,300,drift_defense_run_M1_VETO_1835087614_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087614_audit_attempt1.json,0
M1_VETO_1835087615,M1,VETO,1835087615,300,step_limit,220,True,88,78,null,279,300,300,drift_defense_run_M1_VETO_1835087615_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087615_audit_attempt1.json,0
M1_VETO_1835087616,M1,VETO,1835087616,300,step_limit,0,False,null,77,null,330,300,300,drift_defense_run_M1_VETO_1835087616_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087616_audit_attempt1.json,0
M1_VETO_1835087617,M1,VETO,1835087617,300,step_limit,6,False,null,80,null,331,300,300,drift_defense_run_M1_VETO_1835087617_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087617_audit_attempt1.json,0
M1_VETO_1835087618,M1,VETO,1835087618,211,extinction,131,True,88,79,null,0,211,211,drift_defense_run_M1_VETO_1835087618_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087618_audit_attempt1.json,0
M1_VETO_1835087619,M1,VETO,1835087619,300,step_limit,0,False,null,62,null,257,300,300,drift_defense_run_M1_VETO_1835087619_steps_attempt1.csv,drift_defense_run_M1_VETO_1835087619_audit_attempt1.json,0
M1_GRADED_1835087600,M1,GRADED,1835087600,300,step_limit,1,False,null,74,76,311,300,300,drift_defense_run_M1_GRADED_1835087600_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087600_audit_attempt1.json,0
M1_GRADED_1835087601,M1,GRADED,1835087601,300,step_limit,16,True,84,80,82,366,300,300,drift_defense_run_M1_GRADED_1835087601_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087601_audit_attempt1.json,0
M1_GRADED_1835087602,M1,GRADED,1835087602,300,step_limit,26,True,97,61,108,291,300,300,drift_defense_run_M1_GRADED_1835087602_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087602_audit_attempt1.json,0
M1_GRADED_1835087603,M1,GRADED,1835087603,300,step_limit,25,True,97,79,112,303,300,300,drift_defense_run_M1_GRADED_1835087603_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087603_audit_attempt1.json,0
M1_GRADED_1835087604,M1,GRADED,1835087604,300,step_limit,19,True,128,76,139,250,300,300,drift_defense_run_M1_GRADED_1835087604_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087604_audit_attempt1.json,0
M1_GRADED_1835087605,M1,GRADED,1835087605,300,step_limit,7,False,null,67,116,280,300,300,drift_defense_run_M1_GRADED_1835087605_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087605_audit_attempt1.json,0
M1_GRADED_1835087606,M1,GRADED,1835087606,300,step_limit,0,False,null,70,72,353,300,300,drift_defense_run_M1_GRADED_1835087606_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087606_audit_attempt1.json,0
M1_GRADED_1835087607,M1,GRADED,1835087607,300,step_limit,0,False,null,80,null,306,300,300,drift_defense_run_M1_GRADED_1835087607_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087607_audit_attempt1.json,0
M1_GRADED_1835087608,M1,GRADED,1835087608,300,step_limit,24,True,82,80,90,364,300,300,drift_defense_run_M1_GRADED_1835087608_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087608_audit_attempt1.json,0
M1_GRADED_1835087609,M1,GRADED,1835087609,300,step_limit,5,False,null,73,74,276,300,300,drift_defense_run_M1_GRADED_1835087609_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087609_audit_attempt1.json,0
M1_GRADED_1835087610,M1,GRADED,1835087610,300,step_limit,0,False,null,72,82,265,300,300,drift_defense_run_M1_GRADED_1835087610_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087610_audit_attempt1.json,0
M1_GRADED_1835087611,M1,GRADED,1835087611,300,step_limit,3,False,null,67,128,333,300,300,drift_defense_run_M1_GRADED_1835087611_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087611_audit_attempt1.json,0
M1_GRADED_1835087612,M1,GRADED,1835087612,300,step_limit,0,False,null,29,188,198,300,300,drift_defense_run_M1_GRADED_1835087612_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087612_audit_attempt1.json,0
M1_GRADED_1835087613,M1,GRADED,1835087613,300,step_limit,18,True,86,75,86,301,300,300,drift_defense_run_M1_GRADED_1835087613_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087613_audit_attempt1.json,0
M1_GRADED_1835087614,M1,GRADED,1835087614,300,step_limit,0,False,null,66,89,321,300,300,drift_defense_run_M1_GRADED_1835087614_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087614_audit_attempt1.json,0
M1_GRADED_1835087615,M1,GRADED,1835087615,300,step_limit,14,True,88,78,89,304,300,300,drift_defense_run_M1_GRADED_1835087615_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087615_audit_attempt1.json,0
M1_GRADED_1835087616,M1,GRADED,1835087616,300,step_limit,0,False,null,77,null,330,300,300,drift_defense_run_M1_GRADED_1835087616_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087616_audit_attempt1.json,0
M1_GRADED_1835087617,M1,GRADED,1835087617,300,step_limit,6,False,null,80,82,355,300,300,drift_defense_run_M1_GRADED_1835087617_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087617_audit_attempt1.json,0
M1_GRADED_1835087618,M1,GRADED,1835087618,300,step_limit,28,True,88,79,92,245,300,300,drift_defense_run_M1_GRADED_1835087618_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087618_audit_attempt1.json,0
M1_GRADED_1835087619,M1,GRADED,1835087619,300,step_limit,0,False,null,62,92,272,300,300,drift_defense_run_M1_GRADED_1835087619_steps_attempt1.csv,drift_defense_run_M1_GRADED_1835087619_audit_attempt1.json,0
M4_OFF_1835087600,M4,OFF,1835087600,214,extinction,152,True,71,null,null,0,214,214,drift_defense_run_M4_OFF_1835087600_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087600_audit_attempt1.json,0
M4_OFF_1835087601,M4,OFF,1835087601,182,extinction,121,True,69,null,null,0,182,182,drift_defense_run_M4_OFF_1835087601_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087601_audit_attempt1.json,0
M4_OFF_1835087602,M4,OFF,1835087602,161,extinction,100,True,69,null,null,0,161,161,drift_defense_run_M4_OFF_1835087602_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087602_audit_attempt1.json,0
M4_OFF_1835087603,M4,OFF,1835087603,188,extinction,124,True,71,null,null,0,188,188,drift_defense_run_M4_OFF_1835087603_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087603_audit_attempt1.json,0
M4_OFF_1835087604,M4,OFF,1835087604,228,extinction,166,True,70,null,null,0,228,228,drift_defense_run_M4_OFF_1835087604_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087604_audit_attempt1.json,0
M4_OFF_1835087605,M4,OFF,1835087605,179,extinction,121,True,66,null,null,0,179,179,drift_defense_run_M4_OFF_1835087605_steps_attempt1.csv,drift_defense_run_M4_OFF_1835087605_audit_attempt1.json,0
